Assembly,FullTypeName,TypeName,UsedBySuccessfulExport,GenerateMetaSignatures,GetMetaEnumeratorDeclaringType,StaticStringMembers
GameProj,SpecialGiftPointsMeta,SpecialGiftPointsMeta,true,"SpecialGiftPointsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SpecialGiftPointsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SpecialGiftPointsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SpecialMoneyShopMeta,SpecialMoneyShopMeta,true,"SpecialMoneyShopMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SpecialMoneyShopMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SpecialMoneyShopMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SpecialPackageMeta,SpecialPackageMeta,true,"SpecialPackageMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SpecialPackageMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SpecialPackageMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SpMapColorMeta,SpMapColorMeta,true,"SpMapColorMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SpMapColorMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SpMapColorMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SpMapFortressMeta,SpMapFortressMeta,true,"SpMapFortressMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SpMapFortressMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SpMapFortressMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SpMapFortressRewardMeta,SpMapFortressRewardMeta,true,"SpMapFortressRewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SpMapFortressRewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SpMapFortressRewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,StrongerMeta,StrongerMeta,true,"StrongerMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[StrongerMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[StrongerMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,StrongholdScrambleMeta,StrongholdScrambleMeta,true,"StrongholdScrambleMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[StrongholdScrambleMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[StrongholdScrambleMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,StrongholdScrambleSettingsMeta,StrongholdScrambleSettingsMeta,true,"StrongholdScrambleSettingsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[StrongholdScrambleSettingsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[StrongholdScrambleSettingsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskAchievementGroupMeta,TaskAchievementGroupMeta,true,"TaskAchievementGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskAchievementGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskAchievementGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskAchievementMeta,TaskAchievementMeta,true,"TaskAchievementMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskAchievementMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskAchievementMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskAchievementTabMeta,TaskAchievementTabMeta,true,"TaskAchievementTabMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskAchievementTabMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskAchievementTabMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskChapterGroupMeta,TaskChapterGroupMeta,true,"TaskChapterGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskChapterGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskChapterGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskChapterMeta,TaskChapterMeta,true,"TaskChapterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskChapterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskChapterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskDailyActiveMeta,TaskDailyActiveMeta,true,"TaskDailyActiveMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskDailyActiveMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskDailyActiveMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskDailyMeta,TaskDailyMeta,true,"TaskDailyMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskDailyMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskDailyMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskMeta,TaskMeta,true,"TaskMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TaskPointRewardMeta,TaskPointRewardMeta,true,"TaskPointRewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TaskPointRewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TaskPointRewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TeamRuneBondMeta,TeamRuneBondMeta,true,"TeamRuneBondMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TeamRuneBondMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TeamRuneBondMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TeamRuneMeta,TeamRuneMeta,true,"TeamRuneMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TeamRuneMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TeamRuneMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TechnologyAdvancedDetailMeta,TechnologyAdvancedDetailMeta,true,"TechnologyAdvancedDetailMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TechnologyAdvancedDetailMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TechnologyAdvancedDetailMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TechnologyAdvancedTreeMeta,TechnologyAdvancedTreeMeta,true,"TechnologyAdvancedTreeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TechnologyAdvancedTreeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TechnologyAdvancedTreeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TechnologyAdvancedTypeMeta,TechnologyAdvancedTypeMeta,true,"TechnologyAdvancedTypeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TechnologyAdvancedTypeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TechnologyAdvancedTypeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TechnologyClassficationMeta,TechnologyClassficationMeta,true,"TechnologyClassficationMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TechnologyClassficationMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TechnologyClassficationMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TechnologyMeta,TechnologyMeta,true,"TechnologyMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TechnologyMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TechnologyMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TopResourceMeta,TopResourceMeta,true,"TopResourceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TopResourceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TopResourceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TroopDonateBuffMeta,TroopDonateBuffMeta,false,"TroopDonateBuffMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TroopDonateBuffMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TroopDonateBuffMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TroopDonateMeta,TroopDonateMeta,true,"TroopDonateMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TroopDonateMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TroopDonateMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TroopMeta,TroopMeta,true,"TroopMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TroopMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TroopMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TroopSkinBasicMeta,TroopSkinBasicMeta,true,"TroopSkinBasicMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TroopSkinBasicMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TroopSkinBasicMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TroopSkinBreakMeta,TroopSkinBreakMeta,true,"TroopSkinBreakMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TroopSkinBreakMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TroopSkinBreakMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TroopSkinLevelMeta,TroopSkinLevelMeta,false,"TroopSkinLevelMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TroopSkinLevelMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TroopSkinLevelMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TroopSkinMeta,TroopSkinMeta,true,"TroopSkinMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TroopSkinMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TroopSkinMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TurntableMeta,TurntableMeta,true,"TurntableMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TurntableMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TurntableMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,TurntablePoolMeta,TurntablePoolMeta,true,"TurntablePoolMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[TurntablePoolMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[TurntablePoolMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,UIPreloadMeta,UIPreloadMeta,false,"UIPreloadMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[UIPreloadMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[UIPreloadMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,UnitMeta,UnitMeta,false,"UnitMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[UnitMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[UnitMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,UnitShowMeta,UnitShowMeta,true,"UnitShowMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[UnitShowMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[UnitShowMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,UserAvatarMeta,UserAvatarMeta,false,"UserAvatarMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[UserAvatarMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[UserAvatarMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,UserSkinMeta,UserSkinMeta,false,"UserSkinMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[UserSkinMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[UserSkinMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,VideoGamesMeta,VideoGamesMeta,true,"VideoGamesMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[VideoGamesMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[VideoGamesMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,VideoProfitMeta,VideoProfitMeta,true,"VideoProfitMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[VideoProfitMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[VideoProfitMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,VillageMeta,VillageMeta,true,"VillageMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[VillageMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[VillageMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,VipMeta,VipMeta,true,"VipMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[VipMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[VipMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WaterStateMeta,WaterStateMeta,true,"WaterStateMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WaterStateMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WaterStateMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WaterSystemMeta,WaterSystemMeta,true,"WaterSystemMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WaterSystemMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WaterSystemMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WeeklyPassMeta,WeeklyPassMeta,true,"WeeklyPassMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WeeklyPassMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WeeklyPassMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WorldAreaMeta,WorldAreaMeta,true,"WorldAreaMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WorldAreaMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WorldAreaMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WorldNewsMeta,WorldNewsMeta,true,"WorldNewsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WorldNewsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WorldNewsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WorldQuickIconMeta,WorldQuickIconMeta,true,"WorldQuickIconMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WorldQuickIconMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WorldQuickIconMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WorldSkinEffectMeta,WorldSkinEffectMeta,true,"WorldSkinEffectMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WorldSkinEffectMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WorldSkinEffectMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WorldSkinMarchMeta,WorldSkinMarchMeta,true,"WorldSkinMarchMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WorldSkinMarchMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WorldSkinMarchMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WorldSkinMeta,WorldSkinMeta,true,"WorldSkinMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WorldSkinMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WorldSkinMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WorldSkinSkillMeta,WorldSkinSkillMeta,true,"WorldSkinSkillMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WorldSkinSkillMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WorldSkinSkillMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,WormBossMeta,WormBossMeta,true,"WormBossMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[WormBossMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[WormBossMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
