id,attribute,attrs,cost,costNoBack,fightforce,lv_up_cost_no_back,model_id,pre_building_level,preBuildLv,star,star_up_cost,star_up_costs,starPowers
41303,[65|165],[[65|165]],[[2|206|115]],[],[660],,413,[117|0],[117|0],3,[2|206|115],[[2|206|115]],[660]
41304,[65|220],[[65|220]],[[2|206|125]],[],[880],,413,[117|0],[117|0],4,[2|206|125],[[2|206|125]],[880]
41305,[65|275],[[65|275]],[[2|206|135]],[],[1100],,413,[117|0],[117|0],5,[2|206|135],[[2|206|135]],[1100]
41306,[65|330],[[65|330]],[[2|206|145]],[],[1320],,413,[117|0],[117|0],6,[2|206|145],[[2|206|145]],[1320]
41307,[65|385],[[65|385]],[[2|206|160]],[],[1540],,413,[117|0],[117|0],7,[2|206|160],[[2|206|160]],[1540]
41308,[65|440],[[65|440]],[[2|206|180]],[],[1760],,413,[117|0],[117|0],8,[2|206|180],[[2|206|180]],[1760]
41309,[65|495],[[65|495]],[[2|206|265]],[],[1980],,413,[117|0],[117|0],9,[2|206|265],[[2|206|265]],[1980]
41310,[65|710],[[65|710]],[[2|206|355]],[],[2840],,413,[117|0],[117|0],10,[2|206|355],[[2|206|355]],[2840]
41311,[65|790],[[65|790]],[[2|206|265]],[],[3160],,413,[117|10],[117|10],11,[2|206|265],[[2|206|265]],[3160]
41312,[65|870],[[65|870]],[[2|206|265]],[],[3480],,413,[117|10],[117|10],12,[2|206|265],[[2|206|265]],[3480]
41313,[65|950],[[65|950]],[[2|206|310]],[],[3800],,413,[117|10],[117|10],13,[2|206|310],[[2|206|310]],[3800]
41314,[65|1030],[[65|1030]],[[2|206|310]],[],[4120],,413,[117|10],[117|10],14,[2|206|310],[[2|206|310]],[4120]
41315,[65|1110],[[65|1110]],[[2|206|355]],[],[4440],,413,[117|10],[117|10],15,[2|206|355],[[2|206|355]],[4440]
41316,[65|1190],[[65|1190]],[[2|206|355]],[],[4760],,413,[117|10],[117|10],16,[2|206|355],[[2|206|355]],[4760]
41317,[65|1270],[[65|1270]],[[2|206|440]],[],[5080],,413,[117|10],[117|10],17,[2|206|440],[[2|206|440]],[5080]
41318,[65|1350],[[65|1350]],[[2|206|440]],[],[5400],,413,[117|10],[117|10],18,[2|206|440],[[2|206|440]],[5400]
41319,[65|1430],[[65|1430]],[[2|206|530]],[],[5720],,413,[117|10],[117|10],19,[2|206|530],[[2|206|530]],[5720]
41320,[65|1750],[[65|1750]],[[2|206|705]],[],[7000],,413,[117|10],[117|10],20,[2|206|705],[[2|206|705]],[7000]
41321,[65|1910],[[65|1910]],[[2|206|530]],[],[7640],,413,[117|20],[117|20],21,[2|206|530],[[2|206|530]],[7640]
41322,[65|2070],[[65|2070]],[[2|206|575]],[],[8280],,413,[117|20],[117|20],22,[2|206|575],[[2|206|575]],[8280]
41323,[65|2230],[[65|2230]],[[2|206|620]],[],[8920],,413,[117|20],[117|20],23,[2|206|620],[[2|206|620]],[8920]
41324,[65|2390],[[65|2390]],[[2|206|425]],[],[9560],,413,[117|20],[117|20],24,[2|206|425],[[2|206|425]],[9560]
41325,[65|2550],[[65|2550]],[[2|206|705]],[],[10200],,413,[117|20],[117|20],25,[2|206|705],[[2|206|705]],[10200]
41326,[65|2710],[[65|2710]],[[2|206|795]],[],[10840],,413,[117|20],[117|20],26,[2|206|795],[[2|206|795]],[10840]
41327,[65|2870],[[65|2870]],[[2|206|795]],[],[11480],,413,[117|20],[117|20],27,[2|206|795],[[2|206|795]],[11480]
41328,[65|3030],[[65|3030]],[[2|206|880]],[],[12120],,413,[117|20],[117|20],28,[2|206|880],[[2|206|880]],[12120]
41329,[65|3190],[[65|3190]],[[2|206|880]],[],[12760],,413,[117|20],[117|20],29,[2|206|880],[[2|206|880]],[12760]
41330,[65|3825],[[65|3825]],[[2|206|1320]],[],[15300],,413,[117|20],[117|20],30,[2|206|1320],[[2|206|1320]],[15300]
41331,[65|4090],[[65|4090]],[[2|206|880]],[],[16360],,413,[117|30],[117|30],31,[2|206|880],[[2|206|880]],[16360]
41332,[65|4355],[[65|4355]],[[2|206|970]],[],[17420],,413,[117|30],[117|30],32,[2|206|970],[[2|206|970]],[17420]
41333,[65|4620],[[65|4620]],[[2|206|1060]],[],[18480],,413,[117|30],[117|30],33,[2|206|1060],[[2|206|1060]],[18480]
41334,[65|4885],[[65|4885]],[[2|206|1320]],[],[19540],,413,[117|30],[117|30],34,[2|206|1320],[[2|206|1320]],[19540]
41335,[65|5150],[[65|5150]],[[2|206|1320]],[],[20600],,413,[117|30],[117|30],35,[2|206|1320],[[2|206|1320]],[20600]
41336,[65|5415],[[65|5415]],[[2|206|1320]],[],[21660],,413,[117|30],[117|30],36,[2|206|1320],[[2|206|1320]],[21660]
41337,[65|5680],[[65|5680]],[[2|206|1760]],[],[22720],,413,[117|30],[117|30],37,[2|206|1760],[[2|206|1760]],[22720]
41338,[65|5945],[[65|5945]],[[2|206|1760]],[],[23780],,413,[117|30],[117|30],38,[2|206|1760],[[2|206|1760]],[23780]
41339,[65|6210],[[65|6210]],[[2|206|1760]],[],[24840],,413,[117|30],[117|30],39,[2|206|1760],[[2|206|1760]],[24840]
41340,[65|7265],[[65|7265]],[[2|206|1760]],[],[29060],,413,[117|30],[117|30],40,[2|206|1760],[[2|206|1760]],[29060]
41401,[66|380|65|15],[[66|380]|[65|15]],[[2|206|90]],[],[229],,414,[117|0],[117|0],1,[2|206|90],[[2|206|90]],[229]
41402,[66|760|65|30],[[66|760]|[65|30]],[[2|206|110]],[],[458],,414,[117|0],[117|0],2,[2|206|110],[[2|206|110]],[458]
41403,[66|1140|65|45],[[66|1140]|[65|45]],[[2|206|115]],[],[687],,414,[117|0],[117|0],3,[2|206|115],[[2|206|115]],[687]
41404,[66|1520|65|60],[[66|1520]|[65|60]],[[2|206|125]],[],[916],,414,[117|0],[117|0],4,[2|206|125],[[2|206|125]],[916]
41405,[66|1900|65|75],[[66|1900]|[65|75]],[[2|206|135]],[],[1145],,414,[117|0],[117|0],5,[2|206|135],[[2|206|135]],[1145]
41406,[66|2280|65|90],[[66|2280]|[65|90]],[[2|206|145]],[],[1374],,414,[117|0],[117|0],6,[2|206|145],[[2|206|145]],[1374]
41407,[66|2660|65|105],[[66|2660]|[65|105]],[[2|206|160]],[],[1603],,414,[117|0],[117|0],7,[2|206|160],[[2|206|160]],[1603]
41408,[66|3040|65|120],[[66|3040]|[65|120]],[[2|206|180]],[],[1832],,414,[117|0],[117|0],8,[2|206|180],[[2|206|180]],[1832]
41409,[66|3420|65|135],[[66|3420]|[65|135]],[[2|206|265]],[],[2060],,414,[117|0],[117|0],9,[2|206|265],[[2|206|265]],[2060]
41410,[66|4930|65|180],[[66|4930]|[65|180]],[[2|206|355]],[],[2912],,414,[117|0],[117|0],10,[2|206|355],[[2|206|355]],[2912]
41411,[66|5500|65|200],[[66|5500]|[65|200]],[[2|206|265]],[],[3245],,414,[117|10],[117|10],11,[2|206|265],[[2|206|265]],[3245]
41412,[66|6070|65|220],[[66|6070]|[65|220]],[[2|206|265]],[],[3578],,414,[117|10],[117|10],12,[2|206|265],[[2|206|265]],[3578]
41413,[66|6640|65|240],[[66|6640]|[65|240]],[[2|206|310]],[],[3912],,414,[117|10],[117|10],13,[2|206|310],[[2|206|310]],[3912]
41414,[66|7210|65|260],[[66|7210]|[65|260]],[[2|206|310]],[],[4245],,414,[117|10],[117|10],14,[2|206|310],[[2|206|310]],[4245]
41415,[66|7780|65|280],[[66|7780]|[65|280]],[[2|206|355]],[],[4578],,414,[117|10],[117|10],15,[2|206|355],[[2|206|355]],[4578]
41416,[66|8350|65|300],[[66|8350]|[65|300]],[[2|206|355]],[],[4912],,414,[117|10],[117|10],16,[2|206|355],[[2|206|355]],[4912]
41417,[66|8920|65|320],[[66|8920]|[65|320]],[[2|206|440]],[],[5245],,414,[117|10],[117|10],17,[2|206|440],[[2|206|440]],[5245]
41418,[66|9490|65|340],[[66|9490]|[65|340]],[[2|206|440]],[],[5578],,414,[117|10],[117|10],18,[2|206|440],[[2|206|440]],[5578]
41419,[66|10060|65|360],[[66|10060]|[65|360]],[[2|206|530]],[],[5912],,414,[117|10],[117|10],19,[2|206|530],[[2|206|530]],[5912]
41420,[66|12325|65|425],[[66|12325]|[65|425]],[[2|206|705]],[],[7178],,414,[117|10],[117|10],20,[2|206|705],[[2|206|705]],[7178]
41421,[66|13460|65|460],[[66|13460]|[65|460]],[[2|206|530]],[],[7823],,414,[117|20],[117|20],21,[2|206|530],[[2|206|530]],[7823]
41422,[66|14595|65|495],[[66|14595]|[65|495]],[[2|206|575]],[],[8467],,414,[117|20],[117|20],22,[2|206|575],[[2|206|575]],[8467]
41423,[66|15730|65|530],[[66|15730]|[65|530]],[[2|206|620]],[],[9112],,414,[117|20],[117|20],23,[2|206|620],[[2|206|620]],[9112]
41424,[66|16865|65|565],[[66|16865]|[65|565]],[[2|206|425]],[],[9756],,414,[117|20],[117|20],24,[2|206|425],[[2|206|425]],[9756]
41425,[66|18000|65|600],[[66|18000]|[65|600]],[[2|206|705]],[],[10400],,414,[117|20],[117|20],25,[2|206|705],[[2|206|705]],[10400]
41426,[66|19135|65|635],[[66|19135]|[65|635]],[[2|206|795]],[],[11045],,414,[117|20],[117|20],26,[2|206|795],[[2|206|795]],[11045]
41427,[66|20270|65|670],[[66|20270]|[65|670]],[[2|206|795]],[],[11689],,414,[117|20],[117|20],27,[2|206|795],[[2|206|795]],[11689]
41428,[66|21405|65|705],[[66|21405]|[65|705]],[[2|206|880]],[],[12334],,414,[117|20],[117|20],28,[2|206|880],[[2|206|880]],[12334]
41429,[66|22540|65|740],[[66|22540]|[65|740]],[[2|206|880]],[],[12978],,414,[117|20],[117|20],29,[2|206|880],[[2|206|880]],[12978]
41430,[66|27065|65|870],[[66|27065]|[65|870]],[[2|206|1320]],[],[15509],,414,[117|20],[117|20],30,[2|206|1320],[[2|206|1320]],[15509]
41431,[66|28950|65|925],[[66|28950]|[65|925]],[[2|206|880]],[],[16567],,414,[117|30],[117|30],31,[2|206|880],[[2|206|880]],[16567]
41432,[66|30835|65|980],[[66|30835]|[65|980]],[[2|206|970]],[],[17625],,414,[117|30],[117|30],32,[2|206|970],[[2|206|970]],[17625]
41433,[66|32720|65|1035],[[66|32720]|[65|1035]],[[2|206|1060]],[],[18683],,414,[117|30],[117|30],33,[2|206|1060],[[2|206|1060]],[18683]
41434,[66|34605|65|1090],[[66|34605]|[65|1090]],[[2|206|1320]],[],[19740],,414,[117|30],[117|30],34,[2|206|1320],[[2|206|1320]],[19740]
41435,[66|36490|65|1145],[[66|36490]|[65|1145]],[[2|206|1320]],[],[20798],,414,[117|30],[117|30],35,[2|206|1320],[[2|206|1320]],[20798]
41436,[66|38375|65|1200],[[66|38375]|[65|1200]],[[2|206|1320]],[],[21856],,414,[117|30],[117|30],36,[2|206|1320],[[2|206|1320]],[21856]
41437,[66|40260|65|1255],[[66|40260]|[65|1255]],[[2|206|1760]],[],[22914],,414,[117|30],[117|30],37,[2|206|1760],[[2|206|1760]],[22914]
41438,[66|42145|65|1310],[[66|42145]|[65|1310]],[[2|206|1760]],[],[23972],,414,[117|30],[117|30],38,[2|206|1760],[[2|206|1760]],[23972]
41439,[66|44030|65|1365],[[66|44030]|[65|1365]],[[2|206|1760]],[],[25029],,414,[117|30],[117|30],39,[2|206|1760],[[2|206|1760]],[25029]
41440,[66|51570|65|1580],[[66|51570]|[65|1580]],[[2|206|1760]],[],[29240],,414,[117|30],[117|30],40,[2|206|1760],[[2|206|1760]],[29240]
43101,[65|45|66|95],[[65|45]|[66|95]],[[2|206|90]],[],[223],,431,[117|0],[117|0],1,[2|206|90],[[2|206|90]],[223]
43102,[65|90|66|190],[[65|90]|[66|190]],[[2|206|110]],[],[445],,431,[117|0],[117|0],2,[2|206|110],[[2|206|110]],[445]
43103,[65|135|66|285],[[65|135]|[66|285]],[[2|206|115]],[],[667],,431,[117|0],[117|0],3,[2|206|115],[[2|206|115]],[667]
43104,[65|180|66|380],[[65|180]|[66|380]],[[2|206|125]],[],[889],,431,[117|0],[117|0],4,[2|206|125],[[2|206|125]],[889]
43105,[65|225|66|475],[[65|225]|[66|475]],[[2|206|135]],[],[1112],,431,[117|0],[117|0],5,[2|206|135],[[2|206|135]],[1112]
43106,[65|270|66|570],[[65|270]|[66|570]],[[2|206|145]],[],[1334],,431,[117|0],[117|0],6,[2|206|145],[[2|206|145]],[1334]
43107,[65|315|66|665],[[65|315]|[66|665]],[[2|206|160]],[],[1556],,431,[117|0],[117|0],7,[2|206|160],[[2|206|160]],[1556]
43108,[65|360|66|760],[[65|360]|[66|760]],[[2|206|180]],[],[1778],,431,[117|0],[117|0],8,[2|206|180],[[2|206|180]],[1778]
43109,[65|405|66|855],[[65|405]|[66|855]],[[2|206|265]],[],[2000],,431,[117|0],[117|0],9,[2|206|265],[[2|206|265]],[2000]
43110,[65|575|66|1235],[[65|575]|[66|1235]],[[2|206|355]],[],[2849],,431,[117|0],[117|0],10,[2|206|355],[[2|206|355]],[2849]
43111,[65|640|66|1380],[[65|640]|[66|1380]],[[2|206|265]],[],[3174],,431,[117|10],[117|10],11,[2|206|265],[[2|206|265]],[3174]
43112,[65|705|66|1525],[[65|705]|[66|1525]],[[2|206|265]],[],[3498],,431,[117|10],[117|10],12,[2|206|265],[[2|206|265]],[3498]
43113,[65|770|66|1670],[[65|770]|[66|1670]],[[2|206|310]],[],[3823],,431,[117|10],[117|10],13,[2|206|310],[[2|206|310]],[3823]
43114,[65|835|66|1815],[[65|835]|[66|1815]],[[2|206|310]],[],[4147],,431,[117|10],[117|10],14,[2|206|310],[[2|206|310]],[4147]
43115,[65|900|66|1960],[[65|900]|[66|1960]],[[2|206|355]],[],[4472],,431,[117|10],[117|10],15,[2|206|355],[[2|206|355]],[4472]
43116,[65|965|66|2105],[[65|965]|[66|2105]],[[2|206|355]],[],[4796],,431,[117|10],[117|10],16,[2|206|355],[[2|206|355]],[4796]
43117,[65|1030|66|2250],[[65|1030]|[66|2250]],[[2|206|440]],[],[5120],,431,[117|10],[117|10],17,[2|206|440],[[2|206|440]],[5120]
43118,[65|1095|66|2395],[[65|1095]|[66|2395]],[[2|206|440]],[],[5445],,431,[117|10],[117|10],18,[2|206|440],[[2|206|440]],[5445]
43119,[65|1160|66|2540],[[65|1160]|[66|2540]],[[2|206|530]],[],[5769],,431,[117|10],[117|10],19,[2|206|530],[[2|206|530]],[5769]
43120,[65|1415|66|3110],[[65|1415]|[66|3110]],[[2|206|705]],[],[7043],,431,[117|10],[117|10],20,[2|206|705],[[2|206|705]],[7043]
43121,[65|1545|66|3395],[[65|1545]|[66|3395]],[[2|206|530]],[],[7689],,431,[117|20],[117|20],21,[2|206|530],[[2|206|530]],[7689]
43122,[65|1675|66|3680],[[65|1675]|[66|3680]],[[2|206|575]],[],[8336],,431,[117|20],[117|20],22,[2|206|575],[[2|206|575]],[8336]
43123,[65|1805|66|3965],[[65|1805]|[66|3965]],[[2|206|620]],[],[8983],,431,[117|20],[117|20],23,[2|206|620],[[2|206|620]],[8983]
43124,[65|1935|66|4250],[[65|1935]|[66|4250]],[[2|206|425]],[],[9629],,431,[117|20],[117|20],24,[2|206|425],[[2|206|425]],[9629]
43125,[65|2065|66|4535],[[65|2065]|[66|4535]],[[2|206|705]],[],[10276],,431,[117|20],[117|20],25,[2|206|705],[[2|206|705]],[10276]
43126,[65|2195|66|4820],[[65|2195]|[66|4820]],[[2|206|795]],[],[10923],,431,[117|20],[117|20],26,[2|206|795],[[2|206|795]],[10923]
43127,[65|2325|66|5105],[[65|2325]|[66|5105]],[[2|206|795]],[],[11569],,431,[117|20],[117|20],27,[2|206|795],[[2|206|795]],[11569]
43128,[65|2455|66|5390],[[65|2455]|[66|5390]],[[2|206|880]],[],[12216],,431,[117|20],[117|20],28,[2|206|880],[[2|206|880]],[12216]
43129,[65|2585|66|5675],[[65|2585]|[66|5675]],[[2|206|880]],[],[12863],,431,[117|20],[117|20],29,[2|206|880],[[2|206|880]],[12863]
43130,[65|3090|66|6810],[[65|3090]|[66|6810]],[[2|206|1320]],[],[15387],,431,[117|20],[117|20],30,[2|206|1320],[[2|206|1320]],[15387]
43131,[65|3300|66|7285],[[65|3300]|[66|7285]],[[2|206|880]],[],[16438],,431,[117|30],[117|30],31,[2|206|880],[[2|206|880]],[16438]
43132,[65|3510|66|7760],[[65|3510]|[66|7760]],[[2|206|970]],[],[17489],,431,[117|30],[117|30],32,[2|206|970],[[2|206|970]],[17489]
43133,[65|3720|66|8235],[[65|3720]|[66|8235]],[[2|206|1060]],[],[18540],,431,[117|30],[117|30],33,[2|206|1060],[[2|206|1060]],[18540]
43134,[65|3930|66|8710],[[65|3930]|[66|8710]],[[2|206|1320]],[],[19592],,431,[117|30],[117|30],34,[2|206|1320],[[2|206|1320]],[19592]
43135,[65|4140|66|9185],[[65|4140]|[66|9185]],[[2|206|1320]],[],[20643],,431,[117|30],[117|30],35,[2|206|1320],[[2|206|1320]],[20643]
43136,[65|4350|66|9660],[[65|4350]|[66|9660]],[[2|206|1320]],[],[21694],,431,[117|30],[117|30],36,[2|206|1320],[[2|206|1320]],[21694]
43137,[65|4560|66|10135],[[65|4560]|[66|10135]],[[2|206|1760]],[],[22745],,431,[117|30],[117|30],37,[2|206|1760],[[2|206|1760]],[22745]
43138,[65|4770|66|10610],[[65|4770]|[66|10610]],[[2|206|1760]],[],[23796],,431,[117|30],[117|30],38,[2|206|1760],[[2|206|1760]],[23796]
43139,[65|4980|66|11085],[[65|4980]|[66|11085]],[[2|206|1760]],[],[24847],,431,[117|30],[117|30],39,[2|206|1760],[[2|206|1760]],[24847]
43140,[65|5820|66|12975],[[65|5820]|[66|12975]],[[2|206|1760]],[],[29047],,431,[117|30],[117|30],40,[2|206|1760],[[2|206|1760]],[29047]
43201,[66|475],[[66|475]],[[2|206|90]],[],[212],,432,[117|0],[117|0],1,[2|206|90],[[2|206|90]],[212]
43202,[66|950],[[66|950]],[[2|206|110]],[],[423],,432,[117|0],[117|0],2,[2|206|110],[[2|206|110]],[423]
43203,[66|1425],[[66|1425]],[[2|206|115]],[],[634],,432,[117|0],[117|0],3,[2|206|115],[[2|206|115]],[634]
43204,[66|1900],[[66|1900]],[[2|206|125]],[],[845],,432,[117|0],[117|0],4,[2|206|125],[[2|206|125]],[845]
43205,[66|2375],[[66|2375]],[[2|206|135]],[],[1056],,432,[117|0],[117|0],5,[2|206|135],[[2|206|135]],[1056]
43206,[66|2850],[[66|2850]],[[2|206|145]],[],[1267],,432,[117|0],[117|0],6,[2|206|145],[[2|206|145]],[1267]
43207,[66|3325],[[66|3325]],[[2|206|160]],[],[1478],,432,[117|0],[117|0],7,[2|206|160],[[2|206|160]],[1478]
43208,[66|3800],[[66|3800]],[[2|206|180]],[],[1689],,432,[117|0],[117|0],8,[2|206|180],[[2|206|180]],[1689]
43209,[66|4275],[[66|4275]],[[2|206|265]],[],[1900],,432,[117|0],[117|0],9,[2|206|265],[[2|206|265]],[1900]
43210,[66|6165],[[66|6165]],[[2|206|355]],[],[2740],,432,[117|0],[117|0],10,[2|206|355],[[2|206|355]],[2740]
43211,[66|6875],[[66|6875]],[[2|206|265]],[],[3056],,432,[117|10],[117|10],11,[2|206|265],[[2|206|265]],[3056]
43212,[66|7585],[[66|7585]],[[2|206|265]],[],[3372],,432,[117|10],[117|10],12,[2|206|265],[[2|206|265]],[3372]
43213,[66|8295],[[66|8295]],[[2|206|310]],[],[3687],,432,[117|10],[117|10],13,[2|206|310],[[2|206|310]],[3687]
43214,[66|9005],[[66|9005]],[[2|206|310]],[],[4003],,432,[117|10],[117|10],14,[2|206|310],[[2|206|310]],[4003]
43215,[66|9715],[[66|9715]],[[2|206|355]],[],[4318],,432,[117|10],[117|10],15,[2|206|355],[[2|206|355]],[4318]
43216,[66|10425],[[66|10425]],[[2|206|355]],[],[4634],,432,[117|10],[117|10],16,[2|206|355],[[2|206|355]],[4634]
43217,[66|11135],[[66|11135]],[[2|206|440]],[],[4949],,432,[117|10],[117|10],17,[2|206|440],[[2|206|440]],[4949]
43218,[66|11845],[[66|11845]],[[2|206|440]],[],[5265],,432,[117|10],[117|10],18,[2|206|440],[[2|206|440]],[5265]
43219,[66|12555],[[66|12555]],[[2|206|530]],[],[5580],,432,[117|10],[117|10],19,[2|206|530],[[2|206|530]],[5580]
43220,[66|15385],[[66|15385]],[[2|206|705]],[],[6838],,432,[117|10],[117|10],20,[2|206|705],[[2|206|705]],[6838]
43221,[66|16800],[[66|16800]],[[2|206|530]],[],[7467],,432,[117|20],[117|20],21,[2|206|530],[[2|206|530]],[7467]
43222,[66|18215],[[66|18215]],[[2|206|575]],[],[8096],,432,[117|20],[117|20],22,[2|206|575],[[2|206|575]],[8096]
43223,[66|19630],[[66|19630]],[[2|206|620]],[],[8725],,432,[117|20],[117|20],23,[2|206|620],[[2|206|620]],[8725]
43224,[66|21045],[[66|21045]],[[2|206|425]],[],[9354],,432,[117|20],[117|20],24,[2|206|425],[[2|206|425]],[9354]
43225,[66|22460],[[66|22460]],[[2|206|705]],[],[9983],,432,[117|20],[117|20],25,[2|206|705],[[2|206|705]],[9983]
43226,[66|23875],[[66|23875]],[[2|206|795]],[],[10612],,432,[117|20],[117|20],26,[2|206|795],[[2|206|795]],[10612]
43227,[66|25290],[[66|25290]],[[2|206|795]],[],[11240],,432,[117|20],[117|20],27,[2|206|795],[[2|206|795]],[11240]
43228,[66|26705],[[66|26705]],[[2|206|880]],[],[11869],,432,[117|20],[117|20],28,[2|206|880],[[2|206|880]],[11869]
43229,[66|28120],[[66|28120]],[[2|206|880]],[],[12498],,432,[117|20],[117|20],29,[2|206|880],[[2|206|880]],[12498]
43230,[66|33780],[[66|33780]],[[2|206|1320]],[],[15014],,432,[117|20],[117|20],30,[2|206|1320],[[2|206|1320]],[15014]
43231,[66|36140],[[66|36140]],[[2|206|880]],[],[16063],,432,[117|30],[117|30],31,[2|206|880],[[2|206|880]],[16063]
43232,[66|38500],[[66|38500]],[[2|206|970]],[],[17112],,432,[117|30],[117|30],32,[2|206|970],[[2|206|970]],[17112]
43233,[66|40860],[[66|40860]],[[2|206|1060]],[],[18160],,432,[117|30],[117|30],33,[2|206|1060],[[2|206|1060]],[18160]
43234,[66|43220],[[66|43220]],[[2|206|1320]],[],[19209],,432,[117|30],[117|30],34,[2|206|1320],[[2|206|1320]],[19209]
43235,[66|45580],[[66|45580]],[[2|206|1320]],[],[20258],,432,[117|30],[117|30],35,[2|206|1320],[[2|206|1320]],[20258]
43236,[66|47940],[[66|47940]],[[2|206|1320]],[],[21307],,432,[117|30],[117|30],36,[2|206|1320],[[2|206|1320]],[21307]
43237,[66|50300],[[66|50300]],[[2|206|1760]],[],[22356],,432,[117|30],[117|30],37,[2|206|1760],[[2|206|1760]],[22356]
43238,[66|52660],[[66|52660]],[[2|206|1760]],[],[23405],,432,[117|30],[117|30],38,[2|206|1760],[[2|206|1760]],[23405]
43239,[66|55020],[[66|55020]],[[2|206|1760]],[],[24454],,432,[117|30],[117|30],39,[2|206|1760],[[2|206|1760]],[24454]
43240,[66|64450],[[66|64450]],[[2|206|1760]],[],[28645],,432,[117|30],[117|30],40,[2|206|1760],[[2|206|1760]],[28645]
43301,[65|45|66|95],[[65|45]|[66|95]],[[2|206|90]],[],[223],,433,[117|0],[117|0],1,[2|206|90],[[2|206|90]],[223]
43302,[65|90|66|190],[[65|90]|[66|190]],[[2|206|110]],[],[445],,433,[117|0],[117|0],2,[2|206|110],[[2|206|110]],[445]
43303,[65|135|66|285],[[65|135]|[66|285]],[[2|206|115]],[],[667],,433,[117|0],[117|0],3,[2|206|115],[[2|206|115]],[667]
43304,[65|180|66|380],[[65|180]|[66|380]],[[2|206|125]],[],[889],,433,[117|0],[117|0],4,[2|206|125],[[2|206|125]],[889]
43305,[65|225|66|475],[[65|225]|[66|475]],[[2|206|135]],[],[1112],,433,[117|0],[117|0],5,[2|206|135],[[2|206|135]],[1112]
43306,[65|270|66|570],[[65|270]|[66|570]],[[2|206|145]],[],[1334],,433,[117|0],[117|0],6,[2|206|145],[[2|206|145]],[1334]
43307,[65|315|66|665],[[65|315]|[66|665]],[[2|206|160]],[],[1556],,433,[117|0],[117|0],7,[2|206|160],[[2|206|160]],[1556]
43308,[65|360|66|760],[[65|360]|[66|760]],[[2|206|180]],[],[1778],,433,[117|0],[117|0],8,[2|206|180],[[2|206|180]],[1778]
43309,[65|405|66|855],[[65|405]|[66|855]],[[2|206|265]],[],[2000],,433,[117|0],[117|0],9,[2|206|265],[[2|206|265]],[2000]
43310,[65|575|66|1235],[[65|575]|[66|1235]],[[2|206|355]],[],[2849],,433,[117|0],[117|0],10,[2|206|355],[[2|206|355]],[2849]
43311,[65|640|66|1380],[[65|640]|[66|1380]],[[2|206|265]],[],[3174],,433,[117|10],[117|10],11,[2|206|265],[[2|206|265]],[3174]
43312,[65|705|66|1525],[[65|705]|[66|1525]],[[2|206|265]],[],[3498],,433,[117|10],[117|10],12,[2|206|265],[[2|206|265]],[3498]
43313,[65|770|66|1670],[[65|770]|[66|1670]],[[2|206|310]],[],[3823],,433,[117|10],[117|10],13,[2|206|310],[[2|206|310]],[3823]
43314,[65|835|66|1815],[[65|835]|[66|1815]],[[2|206|310]],[],[4147],,433,[117|10],[117|10],14,[2|206|310],[[2|206|310]],[4147]
43315,[65|900|66|1960],[[65|900]|[66|1960]],[[2|206|355]],[],[4472],,433,[117|10],[117|10],15,[2|206|355],[[2|206|355]],[4472]
43316,[65|965|66|2105],[[65|965]|[66|2105]],[[2|206|355]],[],[4796],,433,[117|10],[117|10],16,[2|206|355],[[2|206|355]],[4796]
43317,[65|1030|66|2250],[[65|1030]|[66|2250]],[[2|206|440]],[],[5120],,433,[117|10],[117|10],17,[2|206|440],[[2|206|440]],[5120]
43318,[65|1095|66|2395],[[65|1095]|[66|2395]],[[2|206|440]],[],[5445],,433,[117|10],[117|10],18,[2|206|440],[[2|206|440]],[5445]
43319,[65|1160|66|2540],[[65|1160]|[66|2540]],[[2|206|530]],[],[5769],,433,[117|10],[117|10],19,[2|206|530],[[2|206|530]],[5769]
43320,[65|1415|66|3110],[[65|1415]|[66|3110]],[[2|206|705]],[],[7043],,433,[117|10],[117|10],20,[2|206|705],[[2|206|705]],[7043]
43321,[65|1545|66|3395],[[65|1545]|[66|3395]],[[2|206|530]],[],[7689],,433,[117|20],[117|20],21,[2|206|530],[[2|206|530]],[7689]
43322,[65|1675|66|3680],[[65|1675]|[66|3680]],[[2|206|575]],[],[8336],,433,[117|20],[117|20],22,[2|206|575],[[2|206|575]],[8336]
43323,[65|1805|66|3965],[[65|1805]|[66|3965]],[[2|206|620]],[],[8983],,433,[117|20],[117|20],23,[2|206|620],[[2|206|620]],[8983]
43324,[65|1935|66|4250],[[65|1935]|[66|4250]],[[2|206|425]],[],[9629],,433,[117|20],[117|20],24,[2|206|425],[[2|206|425]],[9629]
43325,[65|2065|66|4535],[[65|2065]|[66|4535]],[[2|206|705]],[],[10276],,433,[117|20],[117|20],25,[2|206|705],[[2|206|705]],[10276]
43326,[65|2195|66|4820],[[65|2195]|[66|4820]],[[2|206|795]],[],[10923],,433,[117|20],[117|20],26,[2|206|795],[[2|206|795]],[10923]
43327,[65|2325|66|5105],[[65|2325]|[66|5105]],[[2|206|795]],[],[11569],,433,[117|20],[117|20],27,[2|206|795],[[2|206|795]],[11569]
43328,[65|2455|66|5390],[[65|2455]|[66|5390]],[[2|206|880]],[],[12216],,433,[117|20],[117|20],28,[2|206|880],[[2|206|880]],[12216]
43329,[65|2585|66|5675],[[65|2585]|[66|5675]],[[2|206|880]],[],[12863],,433,[117|20],[117|20],29,[2|206|880],[[2|206|880]],[12863]
