id,exp_1,exp_2,exp_3,isplay_notice_effect,monsterA_num,monsterA_roleld,monsterB_num,monsterB_roleld,monsterC_num,monsterC_roleld,stageRounds,timeInterval
5918501,,,,-1,8,5918501,-1,-1,-1,-1,1,6000
5918502,,,,-1,8,5918502,-1,-1,-1,-1,1,6000
5918503,,,,-1,8,5918503,-1,-1,-1,-1,1,6000
5918504,,,,1,8,5918504,1,5918511,-1,-1,1,10000
5918505,,,,-1,8,5918505,8,5918504,-1,-1,1,6000
5918506,,,,-1,8,5918506,8,5918505,-1,-1,1,6000
5918507,,,,-1,8,5918507,8,5918506,-1,-1,1,6000
5918508,,,,1,8,5918508,1,5918512,-1,-1,1,10000
5918509,,,,-1,8,5918509,8,5918508,-1,-1,1,6000
5918510,,,,-1,8,5918510,8,5918509,-1,-1,1,6000
5918513,,,,2,1,5918513,-1,-1,-1,-1,1,4000
5918601,,,,-1,1,5918601,-1,-1,-1,-1,1,3000
5918602,,,,-1,1,5918602,-1,-1,-1,-1,1,3000
5918603,,,,-1,1,5918603,-1,-1,-1,-1,1,3000
5918604,,,,-1,1,5918604,-1,-1,-1,-1,1,3000
5918605,,,,-1,1,5918605,-1,-1,-1,-1,1,3000
5918606,,,,-1,1,5918606,-1,-1,-1,-1,1,3000
5908601,,,,-1,1,5908601,-1,-1,-1,-1,1,3000
5908602,,,,-1,1,5908602,-1,-1,-1,-1,1,3000
5908603,,,,-1,1,5908603,-1,-1,-1,-1,1,3000
5908604,,,,-1,1,5908604,-1,-1,-1,-1,1,3000
5908605,,,,-1,1,5908605,-1,-1,-1,-1,1,3000
5908606,,,,-1,1,5908606,-1,-1,-1,-1,1,3000
5909601,,,,-1,1,5909601,-1,-1,-1,-1,1,3000
5909602,,,,-1,1,5909602,-1,-1,-1,-1,1,3000
5909603,,,,-1,1,5909603,-1,-1,-1,-1,1,3000
5909604,,,,-1,1,5909604,-1,-1,-1,-1,1,3000
5909605,,,,-1,1,5909605,-1,-1,-1,-1,1,3000
5909606,,,,-1,1,5909606,-1,-1,-1,-1,1,3000
5910601,,,,-1,1,5910601,-1,-1,-1,-1,1,3000
5910602,,,,-1,1,5910602,-1,-1,-1,-1,1,3000
5910603,,,,-1,1,5910603,-1,-1,-1,-1,1,3000
5910604,,,,-1,1,5910604,-1,-1,-1,-1,1,3000
5910605,,,,-1,1,5910605,-1,-1,-1,-1,1,3000
5910606,,,,-1,1,5910606,-1,-1,-1,-1,1,3000
5911601,,,,-1,1,5911601,-1,-1,-1,-1,1,3000
5911602,,,,-1,1,5911602,-1,-1,-1,-1,1,3000
5911603,,,,-1,1,5911603,-1,-1,-1,-1,1,3000
5911604,,,,-1,1,5911604,-1,-1,-1,-1,1,3000
5911605,,,,-1,1,5911605,-1,-1,-1,-1,1,3000
5911606,,,,-1,1,5911606,-1,-1,-1,-1,1,3000
5912601,,,,-1,1,5912601,-1,-1,-1,-1,1,3000
5912602,,,,-1,1,5912602,-1,-1,-1,-1,1,3000
5912603,,,,-1,1,5912603,-1,-1,-1,-1,1,3000
5912604,,,,-1,1,5912604,-1,-1,-1,-1,1,3000
5912605,,,,-1,1,5912605,-1,-1,-1,-1,1,3000
5912606,,,,-1,1,5912606,-1,-1,-1,-1,1,3000
5913601,,,,-1,1,5913601,-1,-1,-1,-1,1,3000
5913602,,,,-1,1,5913602,-1,-1,-1,-1,1,3000
5913603,,,,-1,1,5913603,-1,-1,-1,-1,1,3000
5913604,,,,-1,1,5913604,-1,-1,-1,-1,1,3000
5913605,,,,-1,1,5913605,-1,-1,-1,-1,1,3000
5913606,,,,-1,1,5913606,-1,-1,-1,-1,1,3000
5801101,,,,-1,8,5801101,-1,-1,-1,-1,1,6000
5801102,,,,-1,8,5801102,-1,-1,-1,-1,1,6000
5801103,,,,-1,8,5801103,-1,-1,-1,-1,1,6000
5801104,,,,1,8,5801104,1,5801111,-1,-1,1,10000
5801105,,,,-1,8,5801105,8,5801104,-1,-1,1,6000
5801106,,,,-1,8,5801106,8,5801105,-1,-1,1,6000
5801107,,,,-1,8,5801107,8,5801106,-1,-1,1,6000
5801108,,,,1,8,5801108,1,5801112,-1,-1,1,10000
5801109,,,,-1,8,5801109,8,5801108,-1,-1,1,6000
5801110,,,,-1,8,5801110,8,5801109,-1,-1,1,6000
5801113,,,,2,1,5801113,-1,-1,-1,-1,1,4000
5801201,,,,-1,8,5801201,-1,-1,-1,-1,1,6000
5801202,,,,-1,8,5801202,-1,-1,-1,-1,1,6000
5801203,,,,-1,8,5801203,-1,-1,-1,-1,1,6000
5801204,,,,1,8,5801204,1,5801211,-1,-1,1,10000
5801205,,,,-1,8,5801205,8,5801204,-1,-1,1,6000
5801206,,,,-1,8,5801206,8,5801205,-1,-1,1,6000
5801207,,,,-1,8,5801207,8,5801206,-1,-1,1,6000
5801208,,,,1,8,5801208,1,5801212,-1,-1,1,10000
5801209,,,,-1,8,5801209,8,5801208,-1,-1,1,6000
5801210,,,,-1,8,5801210,8,5801209,-1,-1,1,6000
5801213,,,,2,1,5801213,-1,-1,-1,-1,1,4000
5801601,,,,-1,1,5801601,-1,-1,-1,-1,1,3000
5801602,,,,-1,1,5801602,-1,-1,-1,-1,1,3000
5801603,,,,-1,1,5801603,-1,-1,-1,-1,1,3000
5801604,,,,-1,1,5801604,-1,-1,-1,-1,1,3000
5802101,,,,-1,8,5802101,-1,-1,-1,-1,1,6000
5802102,,,,-1,8,5802102,-1,-1,-1,-1,1,6000
5802103,,,,-1,8,5802103,-1,-1,-1,-1,1,6000
5802104,,,,1,8,5802104,1,5802111,-1,-1,1,10000
5802105,,,,-1,8,5802105,8,5802104,-1,-1,1,6000
5802106,,,,-1,8,5802106,8,5802105,-1,-1,1,6000
5802107,,,,-1,8,5802107,8,5802106,-1,-1,1,6000
5802108,,,,1,8,5802108,1,5802112,-1,-1,1,10000
5802109,,,,-1,8,5802109,8,5802108,-1,-1,1,6000
5802110,,,,-1,8,5802110,8,5802109,-1,-1,1,6000
5802113,,,,2,1,5802113,-1,-1,-1,-1,1,4000
5802201,,,,-1,8,5802201,-1,-1,-1,-1,1,6000
5802202,,,,-1,8,5802202,-1,-1,-1,-1,1,6000
5802203,,,,-1,8,5802203,-1,-1,-1,-1,1,6000
5802204,,,,1,8,5802204,1,5802211,-1,-1,1,10000
5802205,,,,-1,8,5802205,8,5802204,-1,-1,1,6000
5802206,,,,-1,8,5802206,8,5802205,-1,-1,1,6000
5802207,,,,-1,8,5802207,8,5802206,-1,-1,1,6000
5802208,,,,1,8,5802208,1,5802212,-1,-1,1,10000
5802209,,,,-1,8,5802209,8,5802208,-1,-1,1,6000
5802210,,,,-1,8,5802210,8,5802209,-1,-1,1,6000
5802213,,,,2,1,5802213,-1,-1,-1,-1,1,4000
5802601,,,,-1,1,5802601,-1,-1,-1,-1,1,3000
5802602,,,,-1,1,5802602,-1,-1,-1,-1,1,3000
5802603,,,,-1,1,5802603,-1,-1,-1,-1,1,3000
5802604,,,,-1,1,5802604,-1,-1,-1,-1,1,3000
5803101,,,,-1,8,5803101,-1,-1,-1,-1,1,6000
5803102,,,,-1,8,5803102,-1,-1,-1,-1,1,6000
5803103,,,,-1,8,5803103,-1,-1,-1,-1,1,6000
5803104,,,,1,8,5803104,1,5803111,-1,-1,1,10000
5803105,,,,-1,8,5803105,8,5803104,-1,-1,1,6000
5803106,,,,-1,8,5803106,8,5803105,-1,-1,1,6000
5803107,,,,-1,8,5803107,8,5803106,-1,-1,1,6000
5803108,,,,1,8,5803108,1,5803112,-1,-1,1,10000
5803109,,,,-1,8,5803109,8,5803108,-1,-1,1,6000
5803110,,,,-1,8,5803110,8,5803109,-1,-1,1,6000
5803113,,,,2,1,5803113,-1,-1,-1,-1,1,4000
5803201,,,,-1,8,5803201,-1,-1,-1,-1,1,6000
5803202,,,,-1,8,5803202,-1,-1,-1,-1,1,6000
5803203,,,,-1,8,5803203,-1,-1,-1,-1,1,6000
5803204,,,,1,8,5803204,1,5803211,-1,-1,1,10000
5803205,,,,-1,8,5803205,8,5803204,-1,-1,1,6000
5803206,,,,-1,8,5803206,8,5803205,-1,-1,1,6000
5803207,,,,-1,8,5803207,8,5803206,-1,-1,1,6000
5803208,,,,1,8,5803208,1,5803212,-1,-1,1,10000
5803209,,,,-1,8,5803209,8,5803208,-1,-1,1,6000
5803210,,,,-1,8,5803210,8,5803209,-1,-1,1,6000
5803213,,,,2,1,5803213,-1,-1,-1,-1,1,4000
5803601,,,,-1,1,5803601,-1,-1,-1,-1,1,3000
5803602,,,,-1,1,5803602,-1,-1,-1,-1,1,3000
5803603,,,,-1,1,5803603,-1,-1,-1,-1,1,3000
5803604,,,,-1,1,5803604,-1,-1,-1,-1,1,3000
5804101,,,,-1,8,5804101,-1,-1,-1,-1,1,6000
5804102,,,,-1,8,5804102,-1,-1,-1,-1,1,6000
5804103,,,,-1,8,5804103,-1,-1,-1,-1,1,6000
5804104,,,,1,8,5804104,1,5804111,-1,-1,1,10000
5804105,,,,-1,8,5804105,8,5804104,-1,-1,1,6000
5804106,,,,-1,8,5804106,8,5804105,-1,-1,1,6000
5804107,,,,-1,8,5804107,8,5804106,-1,-1,1,6000
5804108,,,,1,8,5804108,1,5804112,-1,-1,1,10000
5804109,,,,-1,8,5804109,8,5804108,-1,-1,1,6000
5804110,,,,-1,8,5804110,8,5804109,-1,-1,1,6000
5804113,,,,2,1,5804113,-1,-1,-1,-1,1,4000
5804201,,,,-1,8,5804201,-1,-1,-1,-1,1,6000
5804202,,,,-1,8,5804202,-1,-1,-1,-1,1,6000
5804203,,,,-1,8,5804203,-1,-1,-1,-1,1,6000
5804204,,,,1,8,5804204,1,5804211,-1,-1,1,10000
5804205,,,,-1,8,5804205,8,5804204,-1,-1,1,6000
5804206,,,,-1,8,5804206,8,5804205,-1,-1,1,6000
5804207,,,,-1,8,5804207,8,5804206,-1,-1,1,6000
5804208,,,,1,8,5804208,1,5804212,-1,-1,1,10000
5804209,,,,-1,8,5804209,8,5804208,-1,-1,1,6000
5804210,,,,-1,8,5804210,8,5804209,-1,-1,1,6000
5804213,,,,2,1,5804213,-1,-1,-1,-1,1,4000
5804601,,,,-1,1,5804601,-1,-1,-1,-1,1,3000
5804602,,,,-1,1,5804602,-1,-1,-1,-1,1,3000
5804603,,,,-1,1,5804603,-1,-1,-1,-1,1,3000
5804604,,,,-1,1,5804604,-1,-1,-1,-1,1,3000
5805101,,,,-1,8,5805101,-1,-1,-1,-1,1,6000
5805102,,,,-1,8,5805102,-1,-1,-1,-1,1,6000
5805103,,,,-1,8,5805103,-1,-1,-1,-1,1,6000
5805104,,,,1,8,5805104,1,5805111,-1,-1,1,10000
5805105,,,,-1,8,5805105,8,5805104,-1,-1,1,6000
5805106,,,,-1,8,5805106,8,5805105,-1,-1,1,6000
5805107,,,,-1,8,5805107,8,5805106,-1,-1,1,6000
5805108,,,,1,8,5805108,1,5805112,-1,-1,1,10000
5805109,,,,-1,8,5805109,8,5805108,-1,-1,1,6000
5805110,,,,-1,8,5805110,8,5805109,-1,-1,1,6000
5805113,,,,2,1,5805113,-1,-1,-1,-1,1,4000
5805201,,,,-1,8,5805201,-1,-1,-1,-1,1,6000
5805202,,,,-1,8,5805202,-1,-1,-1,-1,1,6000
5805203,,,,-1,8,5805203,-1,-1,-1,-1,1,6000
5805204,,,,1,8,5805204,1,5805211,-1,-1,1,10000
5805205,,,,-1,8,5805205,8,5805204,-1,-1,1,6000
5805206,,,,-1,8,5805206,8,5805205,-1,-1,1,6000
5805207,,,,-1,8,5805207,8,5805206,-1,-1,1,6000
5805208,,,,1,8,5805208,1,5805212,-1,-1,1,10000
5805209,,,,-1,8,5805209,8,5805208,-1,-1,1,6000
5805210,,,,-1,8,5805210,8,5805209,-1,-1,1,6000
5805213,,,,2,1,5805213,-1,-1,-1,-1,1,4000
5805601,,,,-1,1,5805601,-1,-1,-1,-1,1,3000
5805602,,,,-1,1,5805602,-1,-1,-1,-1,1,3000
5805603,,,,-1,1,5805603,-1,-1,-1,-1,1,3000
5805604,,,,-1,1,5805604,-1,-1,-1,-1,1,3000
5806101,,,,-1,8,5806101,-1,-1,-1,-1,1,6000
5806102,,,,-1,8,5806102,-1,-1,-1,-1,1,6000
5806103,,,,-1,8,5806103,-1,-1,-1,-1,1,6000
5806104,,,,1,8,5806104,1,5806111,-1,-1,1,10000
5806105,,,,-1,8,5806105,8,5806104,-1,-1,1,6000
5806106,,,,-1,8,5806106,8,5806105,-1,-1,1,6000
5806107,,,,-1,8,5806107,8,5806106,-1,-1,1,6000
5806108,,,,1,8,5806108,1,5806112,-1,-1,1,10000
5806109,,,,-1,8,5806109,8,5806108,-1,-1,1,6000
5806110,,,,-1,8,5806110,8,5806109,-1,-1,1,6000
5806113,,,,2,1,5806113,-1,-1,-1,-1,1,4000
5806201,,,,-1,8,5806201,-1,-1,-1,-1,1,6000
5806202,,,,-1,8,5806202,-1,-1,-1,-1,1,6000
5806203,,,,-1,8,5806203,-1,-1,-1,-1,1,6000
5806204,,,,1,8,5806204,1,5806211,-1,-1,1,10000
5806205,,,,-1,8,5806205,8,5806204,-1,-1,1,6000
5806206,,,,-1,8,5806206,8,5806205,-1,-1,1,6000
5806207,,,,-1,8,5806207,8,5806206,-1,-1,1,6000
5806208,,,,1,8,5806208,1,5806212,-1,-1,1,10000
5806209,,,,-1,8,5806209,8,5806208,-1,-1,1,6000
5806210,,,,-1,8,5806210,8,5806209,-1,-1,1,6000
5806213,,,,2,1,5806213,-1,-1,-1,-1,1,4000
5806601,,,,-1,1,5806601,-1,-1,-1,-1,1,3000
5806602,,,,-1,1,5806602,-1,-1,-1,-1,1,3000
5806603,,,,-1,1,5806603,-1,-1,-1,-1,1,3000
5806604,,,,-1,1,5806604,-1,-1,-1,-1,1,3000
5807101,,,,-1,8,5807101,-1,-1,-1,-1,1,6000
5807102,,,,-1,8,5807102,-1,-1,-1,-1,1,6000
5807103,,,,-1,8,5807103,-1,-1,-1,-1,1,6000
5807104,,,,1,8,5807104,1,5807111,-1,-1,1,10000
5807105,,,,-1,8,5807105,8,5807104,-1,-1,1,6000
5807106,,,,-1,8,5807106,8,5807105,-1,-1,1,6000
5807107,,,,-1,8,5807107,8,5807106,-1,-1,1,6000
5807108,,,,1,8,5807108,1,5807112,-1,-1,1,10000
5807109,,,,-1,8,5807109,8,5807108,-1,-1,1,6000
5807110,,,,-1,8,5807110,8,5807109,-1,-1,1,6000
5807113,,,,2,1,5807113,-1,-1,-1,-1,1,4000
5807201,,,,-1,8,5807201,-1,-1,-1,-1,1,6000
5807202,,,,-1,8,5807202,-1,-1,-1,-1,1,6000
5807203,,,,-1,8,5807203,-1,-1,-1,-1,1,6000
5807204,,,,1,8,5807204,1,5807211,-1,-1,1,10000
5807205,,,,-1,8,5807205,8,5807204,-1,-1,1,6000
5807206,,,,-1,8,5807206,8,5807205,-1,-1,1,6000
5807207,,,,-1,8,5807207,8,5807206,-1,-1,1,6000
5807208,,,,1,8,5807208,1,5807212,-1,-1,1,10000
5807209,,,,-1,8,5807209,8,5807208,-1,-1,1,6000
5807210,,,,-1,8,5807210,8,5807209,-1,-1,1,6000
5807213,,,,2,1,5807213,-1,-1,-1,-1,1,4000
5807601,,,,-1,1,5807601,-1,-1,-1,-1,1,3000
5807602,,,,-1,1,5807602,-1,-1,-1,-1,1,3000
5807603,,,,-1,1,5807603,-1,-1,-1,-1,1,3000
5807604,,,,-1,1,5807604,-1,-1,-1,-1,1,3000
5808101,,,,-1,8,5808101,-1,-1,-1,-1,1,6000
5808102,,,,-1,8,5808102,-1,-1,-1,-1,1,6000
5808103,,,,-1,8,5808103,-1,-1,-1,-1,1,6000
5808104,,,,1,8,5808104,1,5808111,-1,-1,1,10000
5808105,,,,-1,8,5808105,8,5808104,-1,-1,1,6000
5808106,,,,-1,8,5808106,8,5808105,-1,-1,1,6000
5808107,,,,-1,8,5808107,8,5808106,-1,-1,1,6000
5808108,,,,1,8,5808108,1,5808112,-1,-1,1,10000
5808109,,,,-1,8,5808109,8,5808108,-1,-1,1,6000
5808110,,,,-1,8,5808110,8,5808109,-1,-1,1,6000
5808113,,,,2,1,5808113,-1,-1,-1,-1,1,4000
5808201,,,,-1,8,5808201,-1,-1,-1,-1,1,6000
5808202,,,,-1,8,5808202,-1,-1,-1,-1,1,6000
5808203,,,,-1,8,5808203,-1,-1,-1,-1,1,6000
5808204,,,,1,8,5808204,1,5808211,-1,-1,1,10000
5808205,,,,-1,8,5808205,8,5808204,-1,-1,1,6000
5808206,,,,-1,8,5808206,8,5808205,-1,-1,1,6000
5808207,,,,-1,8,5808207,8,5808206,-1,-1,1,6000
5808208,,,,1,8,5808208,1,5808212,-1,-1,1,10000
5808209,,,,-1,8,5808209,8,5808208,-1,-1,1,6000
5808210,,,,-1,8,5808210,8,5808209,-1,-1,1,6000
5808213,,,,2,1,5808213,-1,-1,-1,-1,1,4000
5808601,,,,-1,1,5808601,-1,-1,-1,-1,1,3000
5808602,,,,-1,1,5808602,-1,-1,-1,-1,1,3000
5808603,,,,-1,1,5808603,-1,-1,-1,-1,1,3000
5808604,,,,-1,1,5808604,-1,-1,-1,-1,1,3000
5809101,,,,-1,8,5809101,-1,-1,-1,-1,1,6000
5809102,,,,-1,8,5809102,-1,-1,-1,-1,1,6000
5809103,,,,-1,8,5809103,-1,-1,-1,-1,1,6000
5809104,,,,1,8,5809104,1,5809111,-1,-1,1,10000
5809105,,,,-1,8,5809105,8,5809104,-1,-1,1,6000
5809106,,,,-1,8,5809106,8,5809105,-1,-1,1,6000
5809107,,,,-1,8,5809107,8,5809106,-1,-1,1,6000
5809108,,,,1,8,5809108,1,5809112,-1,-1,1,10000
5809109,,,,-1,8,5809109,8,5809108,-1,-1,1,6000
5809110,,,,-1,8,5809110,8,5809109,-1,-1,1,6000
5809113,,,,2,1,5809113,-1,-1,-1,-1,1,4000
5809201,,,,-1,8,5809201,-1,-1,-1,-1,1,6000
5809202,,,,-1,8,5809202,-1,-1,-1,-1,1,6000
5809203,,,,-1,8,5809203,-1,-1,-1,-1,1,6000
5809204,,,,1,8,5809204,1,5809211,-1,-1,1,10000
5809205,,,,-1,8,5809205,8,5809204,-1,-1,1,6000
5809206,,,,-1,8,5809206,8,5809205,-1,-1,1,6000
5809207,,,,-1,8,5809207,8,5809206,-1,-1,1,6000
5809208,,,,1,8,5809208,1,5809212,-1,-1,1,10000
5809209,,,,-1,8,5809209,8,5809208,-1,-1,1,6000
5809210,,,,-1,8,5809210,8,5809209,-1,-1,1,6000
5809213,,,,2,1,5809213,-1,-1,-1,-1,1,4000
5809601,,,,-1,1,5809601,-1,-1,-1,-1,1,3000
5809602,,,,-1,1,5809602,-1,-1,-1,-1,1,3000
5809603,,,,-1,1,5809603,-1,-1,-1,-1,1,3000
5809604,,,,-1,1,5809604,-1,-1,-1,-1,1,3000
5810101,,,,-1,8,5810101,-1,-1,-1,-1,1,6000
5810102,,,,-1,8,5810102,-1,-1,-1,-1,1,6000
5810103,,,,-1,8,5810103,-1,-1,-1,-1,1,6000
5810104,,,,1,8,5810104,1,5810111,-1,-1,1,10000
5810105,,,,-1,8,5810105,8,5810104,-1,-1,1,6000
5810106,,,,-1,8,5810106,8,5810105,-1,-1,1,6000
5810107,,,,-1,8,5810107,8,5810106,-1,-1,1,6000
5810108,,,,1,8,5810108,1,5810112,-1,-1,1,10000
5810109,,,,-1,8,5810109,8,5810108,-1,-1,1,6000
5810110,,,,-1,8,5810110,8,5810109,-1,-1,1,6000
5810113,,,,2,1,5810113,-1,-1,-1,-1,1,4000
5810201,,,,-1,8,5810201,-1,-1,-1,-1,1,6000
5810202,,,,-1,8,5810202,-1,-1,-1,-1,1,6000
5810203,,,,-1,8,5810203,-1,-1,-1,-1,1,6000
5810204,,,,1,8,5810204,1,5810211,-1,-1,1,10000
5810205,,,,-1,8,5810205,8,5810204,-1,-1,1,6000
5810206,,,,-1,8,5810206,8,5810205,-1,-1,1,6000
5810207,,,,-1,8,5810207,8,5810206,-1,-1,1,6000
5810208,,,,1,8,5810208,1,5810212,-1,-1,1,10000
5810209,,,,-1,8,5810209,8,5810208,-1,-1,1,6000
5810210,,,,-1,8,5810210,8,5810209,-1,-1,1,6000
5810213,,,,2,1,5810213,-1,-1,-1,-1,1,4000
5810601,,,,-1,1,5810601,-1,-1,-1,-1,1,3000
5810602,,,,-1,1,5810602,-1,-1,-1,-1,1,3000
5810603,,,,-1,1,5810603,-1,-1,-1,-1,1,3000
5810604,,,,-1,1,5810604,-1,-1,-1,-1,1,3000
5811101,,,,-1,8,5811101,-1,-1,-1,-1,1,6000
5811102,,,,-1,8,5811102,-1,-1,-1,-1,1,6000
5811103,,,,-1,8,5811103,-1,-1,-1,-1,1,6000
5811104,,,,1,8,5811104,1,5811111,-1,-1,1,10000
5811105,,,,-1,8,5811105,8,5811104,-1,-1,1,6000
5811106,,,,-1,8,5811106,8,5811105,-1,-1,1,6000
5811107,,,,-1,8,5811107,8,5811106,-1,-1,1,6000
5811108,,,,1,8,5811108,1,5811112,-1,-1,1,10000
5811109,,,,-1,8,5811109,8,5811108,-1,-1,1,6000
5811110,,,,-1,8,5811110,8,5811109,-1,-1,1,6000
5811113,,,,2,1,5811113,-1,-1,-1,-1,1,4000
5811201,,,,-1,8,5811201,-1,-1,-1,-1,1,6000
5811202,,,,-1,8,5811202,-1,-1,-1,-1,1,6000
5811203,,,,-1,8,5811203,-1,-1,-1,-1,1,6000
5811204,,,,1,8,5811204,1,5811211,-1,-1,1,10000
5811205,,,,-1,8,5811205,8,5811204,-1,-1,1,6000
5811206,,,,-1,8,5811206,8,5811205,-1,-1,1,6000
5811207,,,,-1,8,5811207,8,5811206,-1,-1,1,6000
5811208,,,,1,8,5811208,1,5811212,-1,-1,1,10000
5811209,,,,-1,8,5811209,8,5811208,-1,-1,1,6000
5811210,,,,-1,8,5811210,8,5811209,-1,-1,1,6000
5811213,,,,2,1,5811213,-1,-1,-1,-1,1,4000
5811601,,,,-1,1,5811601,-1,-1,-1,-1,1,3000
5811602,,,,-1,1,5811602,-1,-1,-1,-1,1,3000
5811603,,,,-1,1,5811603,-1,-1,-1,-1,1,3000
5811604,,,,-1,1,5811604,-1,-1,-1,-1,1,3000
5812101,,,,-1,8,5812101,-1,-1,-1,-1,1,6000
5812102,,,,-1,8,5812102,-1,-1,-1,-1,1,6000
5812103,,,,-1,8,5812103,-1,-1,-1,-1,1,6000
5812104,,,,1,8,5812104,1,5812111,-1,-1,1,10000
5812105,,,,-1,8,5812105,8,5812104,-1,-1,1,6000
5812106,,,,-1,8,5812106,8,5812105,-1,-1,1,6000
5812107,,,,-1,8,5812107,8,5812106,-1,-1,1,6000
5812108,,,,1,8,5812108,1,5812112,-1,-1,1,10000
5812109,,,,-1,8,5812109,8,5812108,-1,-1,1,6000
5812110,,,,-1,8,5812110,8,5812109,-1,-1,1,6000
5812113,,,,2,1,5812113,-1,-1,-1,-1,1,4000
5812201,,,,-1,8,5812201,-1,-1,-1,-1,1,6000
5812202,,,,-1,8,5812202,-1,-1,-1,-1,1,6000
5812203,,,,-1,8,5812203,-1,-1,-1,-1,1,6000
5812204,,,,1,8,5812204,1,5812211,-1,-1,1,10000
5812205,,,,-1,8,5812205,8,5812204,-1,-1,1,6000
5812206,,,,-1,8,5812206,8,5812205,-1,-1,1,6000
5812207,,,,-1,8,5812207,8,5812206,-1,-1,1,6000
5812208,,,,1,8,5812208,1,5812212,-1,-1,1,10000
5812209,,,,-1,8,5812209,8,5812208,-1,-1,1,6000
5812210,,,,-1,8,5812210,8,5812209,-1,-1,1,6000
5812213,,,,2,1,5812213,-1,-1,-1,-1,1,4000
5812601,,,,-1,1,5812601,-1,-1,-1,-1,1,3000
5812602,,,,-1,1,5812602,-1,-1,-1,-1,1,3000
5812603,,,,-1,1,5812603,-1,-1,-1,-1,1,3000
5812604,,,,-1,1,5812604,-1,-1,-1,-1,1,3000
5813101,,,,-1,8,5813101,-1,-1,-1,-1,1,6000
5813102,,,,-1,8,5813102,-1,-1,-1,-1,1,6000
5813103,,,,-1,8,5813103,-1,-1,-1,-1,1,6000
5813104,,,,1,8,5813104,1,5813111,-1,-1,1,10000
5813105,,,,-1,8,5813105,8,5813104,-1,-1,1,6000
5813106,,,,-1,8,5813106,8,5813105,-1,-1,1,6000
5813107,,,,-1,8,5813107,8,5813106,-1,-1,1,6000
5813108,,,,1,8,5813108,1,5813112,-1,-1,1,10000
5813109,,,,-1,8,5813109,8,5813108,-1,-1,1,6000
5813110,,,,-1,8,5813110,8,5813109,-1,-1,1,6000
5813113,,,,2,1,5813113,-1,-1,-1,-1,1,4000
5813201,,,,-1,8,5813201,-1,-1,-1,-1,1,6000
5813202,,,,-1,8,5813202,-1,-1,-1,-1,1,6000
5813203,,,,-1,8,5813203,-1,-1,-1,-1,1,6000
5813204,,,,1,8,5813204,1,5813211,-1,-1,1,10000
5813205,,,,-1,8,5813205,8,5813204,-1,-1,1,6000
5813206,,,,-1,8,5813206,8,5813205,-1,-1,1,6000
5813207,,,,-1,8,5813207,8,5813206,-1,-1,1,6000
5813208,,,,1,8,5813208,1,5813212,-1,-1,1,10000
5813209,,,,-1,8,5813209,8,5813208,-1,-1,1,6000
5813210,,,,-1,8,5813210,8,5813209,-1,-1,1,6000
5813213,,,,2,1,5813213,-1,-1,-1,-1,1,4000
5813601,,,,-1,1,5813601,-1,-1,-1,-1,1,3000
5813602,,,,-1,1,5813602,-1,-1,-1,-1,1,3000
5813603,,,,-1,1,5813603,-1,-1,-1,-1,1,3000
5813604,,,,-1,1,5813604,-1,-1,-1,-1,1,3000
