id,adjuest_day1,adjuest_day10,adjuest_day11,adjuest_day12,adjuest_day13,adjuest_day14,adjuest_day15,adjuest_day16,adjuest_day17,adjuest_day18,adjuest_day19,adjuest_day2,adjuest_day20,adjuest_day21,adjuest_day22,adjuest_day23,adjuest_day24,adjuest_day25,adjuest_day26,adjuest_day27,adjuest_day28,adjuest_day29,adjuest_day3,adjuest_day30,adjuest_day4,adjuest_day5,adjuest_day6,adjuest_day7,adjuest_day8,adjuest_day9
108108,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108109,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108201,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108202,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108203,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108204,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108205,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108206,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108207,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108208,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108209,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108301,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108302,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108303,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108304,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108305,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108306,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108307,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108308,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108309,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
109101,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109102,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109103,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109104,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109105,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109106,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109107,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109108,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109109,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109110,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109201,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109202,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109203,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109204,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109205,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109206,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109207,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109208,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109209,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109210,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109301,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109302,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109303,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109304,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109305,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109306,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109307,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109308,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109309,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
109310,[103|16000|104|64000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|15000|104|60000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|14000|104|56000],[103|0],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000]
110101,[103|19000|104|76000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|18000|104|72000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|17000|104|68000],[103|0],[103|16000|104|64000],[103|15000|104|60000],[103|14000|104|56000],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000]
110102,[103|19000|104|76000],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|18000|104|72000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|17000|104|68000],[103|0],[103|16000|104|64000],[103|15000|104|60000],[103|14000|104|56000],[103|13000|104|52000],[103|12000|104|48000],[103|11000|104|44000]
