id,army_count,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attrList,downgrade,exp,exp_die,fightforce,level,mainAttribute,prebuilding_level,quality,unlock_lv,unlock_lv_new
13120,240,[3|2226],[4|14840],[10|5000],[5|350],[57|0],[24|0],[1021|1600],[[3|2226]|[4|14840]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1600]],0,27100,-1,14840,120,1,[117|22],3,9,1
13121,242,[3|2279],[4|15196],[10|5000],[5|350],[57|0],[24|0],[1021|1610],[[3|2279]|[4|15196]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1610]],0,27700,-1,15194,121,1,[117|22],3,9,1
13122,244,[3|2332],[4|15552],[10|5000],[5|350],[57|0],[24|0],[1021|1620],[[3|2332]|[4|15552]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1620]],0,28300,-1,15548,122,1,[117|22],3,9,1
13123,246,[3|2386],[4|15908],[10|5000],[5|350],[57|0],[24|0],[1021|1630],[[3|2386]|[4|15908]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1630]],0,28900,-1,15907,123,1,[117|22],3,9,1
13124,248,[3|2439],[4|16264],[10|5000],[5|350],[57|0],[24|0],[1021|1640],[[3|2439]|[4|16264]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1640]],0,29500,-1,16261,124,1,[117|22],3,9,1
13125,250,[3|2493],[4|16620],[10|5000],[5|350],[57|0],[24|0],[1021|1650],[[3|2493]|[4|16620]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1650]],0,30400,-1,16620,125,1,[117|23],3,9,1
13126,252,[3|2546],[4|16976],[10|5000],[5|350],[57|0],[24|0],[1021|1660],[[3|2546]|[4|16976]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1660]],0,31300,-1,16974,126,1,[117|23],3,9,1
13127,254,[3|2599],[4|17332],[10|5000],[5|350],[57|0],[24|0],[1021|1670],[[3|2599]|[4|17332]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1670]],0,32200,-1,17328,127,1,[117|23],3,9,1
13128,256,[3|2653],[4|17688],[10|5000],[5|350],[57|0],[24|0],[1021|1680],[[3|2653]|[4|17688]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1680]],0,33100,-1,17687,128,1,[117|23],3,9,1
13129,258,[3|2706],[4|18044],[10|5000],[5|350],[57|0],[24|0],[1021|1690],[[3|2706]|[4|18044]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1690]],0,34000,-1,18041,129,1,[117|23],3,9,1
13130,260,[3|2760],[4|18400],[10|5000],[5|350],[57|0],[24|0],[1021|1700],[[3|2760]|[4|18400]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1700]],0,36000,-1,18400,130,1,[117|24],3,10,1
13131,262,[3|2829],[4|18864],[10|5000],[5|350],[57|0],[24|0],[1021|1710],[[3|2829]|[4|18864]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1710]],0,39000,-1,18861,131,1,[117|24],3,10,1
13132,264,[3|2899],[4|19328],[10|5000],[5|350],[57|0],[24|0],[1021|1720],[[3|2899]|[4|19328]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1720]],0,42000,-1,19327,132,1,[117|24],3,10,1
13133,266,[3|2968],[4|19792],[10|5000],[5|350],[57|0],[24|0],[1021|1730],[[3|2968]|[4|19792]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1730]],0,45000,-1,19788,133,1,[117|24],3,10,1
13134,268,[3|3038],[4|20256],[10|5000],[5|350],[57|0],[24|0],[1021|1740],[[3|3038]|[4|20256]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1740]],0,48000,-1,20254,134,1,[117|24],3,10,1
13135,270,[3|3108],[4|20720],[10|5000],[5|350],[57|0],[24|0],[1021|1750],[[3|3108]|[4|20720]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1750]],0,51000,-1,20720,135,1,[117|25],3,10,1
13136,272,[3|3177],[4|21184],[10|5000],[5|350],[57|0],[24|0],[1021|1760],[[3|3177]|[4|21184]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1760]],0,55000,-1,21181,136,1,[117|25],3,10,1
13137,274,[3|3247],[4|21648],[10|5000],[5|350],[57|0],[24|0],[1021|1770],[[3|3247]|[4|21648]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1770]],0,59000,-1,21647,137,1,[117|25],3,10,1
13138,276,[3|3316],[4|22112],[10|5000],[5|350],[57|0],[24|0],[1021|1780],[[3|3316]|[4|22112]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1780]],0,62000,-1,22108,138,1,[117|25],3,10,1
13139,278,[3|3386],[4|22576],[10|5000],[5|350],[57|0],[24|0],[1021|1790],[[3|3386]|[4|22576]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1790]],0,66000,-1,22574,139,1,[117|25],3,10,1
13140,280,[3|3456],[4|23040],[10|5000],[5|350],[57|0],[24|0],[1021|1800],[[3|3456]|[4|23040]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1800]],0,70000,-1,23040,140,1,[117|26],3,11,1
13141,282,[3|3543],[4|23620],[10|5000],[5|350],[57|0],[24|0],[1021|1810],[[3|3543]|[4|23620]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1810]],0,74000,-1,23620,141,1,[117|26],3,11,1
13142,284,[3|3630],[4|24200],[10|5000],[5|350],[57|0],[24|0],[1021|1820],[[3|3630]|[4|24200]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1820]],0,79000,-1,24200,142,1,[117|26],3,11,1
13143,286,[3|3717],[4|24780],[10|5000],[5|350],[57|0],[24|0],[1021|1830],[[3|3717]|[4|24780]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1830]],0,83000,-1,24780,143,1,[117|26],3,11,1
13144,288,[3|3804],[4|25360],[10|5000],[5|350],[57|0],[24|0],[1021|1840],[[3|3804]|[4|25360]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1840]],0,88000,-1,25360,144,1,[117|26],3,11,1
13145,290,[3|3891],[4|25940],[10|5000],[5|350],[57|0],[24|0],[1021|1850],[[3|3891]|[4|25940]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1850]],0,93000,-1,25940,145,1,[117|27],3,11,1
13146,292,[3|3978],[4|26520],[10|5000],[5|350],[57|0],[24|0],[1021|1860],[[3|3978]|[4|26520]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1860]],0,98000,-1,26520,146,1,[117|27],3,11,1
13147,294,[3|4065],[4|27100],[10|5000],[5|350],[57|0],[24|0],[1021|1870],[[3|4065]|[4|27100]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1870]],0,103000,-1,27100,147,1,[117|27],3,11,1
13148,296,[3|4152],[4|27680],[10|5000],[5|350],[57|0],[24|0],[1021|1880],[[3|4152]|[4|27680]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1880]],0,108000,-1,27680,148,1,[117|27],3,11,1
13149,298,[3|4239],[4|28260],[10|5000],[5|350],[57|0],[24|0],[1021|1890],[[3|4239]|[4|28260]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1890]],0,113000,-1,28260,149,1,[117|27],3,11,1
13150,300,[3|4326],[4|28840],[10|5000],[5|350],[57|0],[24|0],[1021|1900],[[3|4326]|[4|28840]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1900]],0,120000,-1,28840,150,1,[117|28],3,12,1
13151,302,[3|4431],[4|29540],[10|5000],[5|350],[57|0],[24|0],[1021|1910],[[3|4431]|[4|29540]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1910]],0,130000,-1,29540,151,1,[117|28],3,12,1
13152,304,[3|4536],[4|30240],[10|5000],[5|350],[57|0],[24|0],[1021|1920],[[3|4536]|[4|30240]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1920]],0,140000,-1,30240,152,1,[117|28],3,12,1
13153,306,[3|4641],[4|30940],[10|5000],[5|350],[57|0],[24|0],[1021|1930],[[3|4641]|[4|30940]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1930]],0,142400,-1,30940,153,1,[117|28],3,12,1
13154,308,[3|4746],[4|31640],[10|5000],[5|350],[57|0],[24|0],[1021|1940],[[3|4746]|[4|31640]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1940]],0,150000,-1,31640,154,1,[117|28],3,12,1
13155,310,[3|4851],[4|32340],[10|5000],[5|350],[57|0],[24|0],[1021|1950],[[3|4851]|[4|32340]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1950]],0,152700,-1,32340,155,1,[117|29],3,12,1
13156,312,[3|4956],[4|33040],[10|5000],[5|350],[57|0],[24|0],[1021|1960],[[3|4956]|[4|33040]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1960]],0,160000,-1,33040,156,1,[117|29],3,12,1
13157,314,[3|5061],[4|33740],[10|5000],[5|350],[57|0],[24|0],[1021|1970],[[3|5061]|[4|33740]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1970]],0,170000,-1,33740,157,1,[117|29],3,12,1
13158,316,[3|5166],[4|34440],[10|5000],[5|350],[57|0],[24|0],[1021|1980],[[3|5166]|[4|34440]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1980]],0,172700,-1,34440,158,1,[117|29],3,12,1
13159,318,[3|5271],[4|35140],[10|5000],[5|350],[57|0],[24|0],[1021|1990],[[3|5271]|[4|35140]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1990]],0,180000,-1,35140,159,1,[117|29],3,12,1
13160,320,[3|5376],[4|35840],[10|5000],[5|350],[57|0],[24|0],[1021|2000],[[3|5376]|[4|35840]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2000]],0,190000,-1,35840,160,1,[117|30],3,13,1
13161,322,[3|5502],[4|36680],[10|5000],[5|350],[57|0],[24|0],[1021|2010],[[3|5502]|[4|36680]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2010]],0,200000,-1,36680,161,1,[117|30],3,13,1
13162,324,[3|5628],[4|37520],[10|5000],[5|350],[57|0],[24|0],[1021|2020],[[3|5628]|[4|37520]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2020]],0,203000,-1,37520,162,1,[117|30],3,13,1
13163,326,[3|5754],[4|38360],[10|5000],[5|350],[57|0],[24|0],[1021|2030],[[3|5754]|[4|38360]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2030]],0,210000,-1,38360,163,1,[117|30],3,13,1
13164,328,[3|5880],[4|39200],[10|5000],[5|350],[57|0],[24|0],[1021|2040],[[3|5880]|[4|39200]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2040]],0,220000,-1,39200,164,1,[117|30],3,13,1
13165,330,[3|6006],[4|40040],[10|5000],[5|350],[57|0],[24|0],[1021|2050],[[3|6006]|[4|40040]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2050]],0,230000,-1,40040,165,1,[117|30],3,13,1
13166,332,[3|6132],[4|40880],[10|5000],[5|350],[57|0],[24|0],[1021|2060],[[3|6132]|[4|40880]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2060]],0,240000,-1,40880,166,1,[117|30],3,13,1
13167,334,[3|6258],[4|41720],[10|5000],[5|350],[57|0],[24|0],[1021|2070],[[3|6258]|[4|41720]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2070]],0,250000,-1,41720,167,1,[117|30],3,13,1
13168,336,[3|6384],[4|42560],[10|5000],[5|350],[57|0],[24|0],[1021|2080],[[3|6384]|[4|42560]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2080]],0,253300,-1,42560,168,1,[117|30],3,13,1
13169,338,[3|6510],[4|43400],[10|5000],[5|350],[57|0],[24|0],[1021|2090],[[3|6510]|[4|43400]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2090]],0,260000,-1,43400,169,1,[117|30],3,13,1
13170,340,[3|6636],[4|44240],[10|5000],[5|350],[57|0],[24|0],[1021|2100],[[3|6636]|[4|44240]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2100]],0,280000,-1,44240,170,1,[117|31],3,14,1
13171,342,[3|6789],[4|45260],[10|5000],[5|350],[57|0],[24|0],[1021|2110],[[3|6789]|[4|45260]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2110]],0,290000,-1,45260,171,1,[117|31],3,14,1
13172,344,[3|6942],[4|46280],[10|5000],[5|350],[57|0],[24|0],[1021|2120],[[3|6942]|[4|46280]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2120]],0,310000,-1,46280,172,1,[117|31],3,14,1
13173,346,[3|7095],[4|47300],[10|5000],[5|350],[57|0],[24|0],[1021|2130],[[3|7095]|[4|47300]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2130]],0,320000,-1,47300,173,1,[117|31],3,14,1
13174,348,[3|7248],[4|48320],[10|5000],[5|350],[57|0],[24|0],[1021|2140],[[3|7248]|[4|48320]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2140]],0,340000,-1,48320,174,1,[117|31],3,14,1
13175,350,[3|7401],[4|49340],[10|5000],[5|350],[57|0],[24|0],[1021|2150],[[3|7401]|[4|49340]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2150]],0,350000,-1,49340,175,1,[117|32],3,14,1
13176,352,[3|7554],[4|50360],[10|5000],[5|350],[57|0],[24|0],[1021|2160],[[3|7554]|[4|50360]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2160]],0,370000,-1,50360,176,1,[117|32],3,14,1
13177,354,[3|7707],[4|51380],[10|5000],[5|350],[57|0],[24|0],[1021|2170],[[3|7707]|[4|51380]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2170]],0,380000,-1,51380,177,1,[117|32],3,14,1
13178,356,[3|7860],[4|52400],[10|5000],[5|350],[57|0],[24|0],[1021|2180],[[3|7860]|[4|52400]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2180]],0,400000,-1,52400,178,1,[117|32],3,14,1
13179,358,[3|8013],[4|53420],[10|5000],[5|350],[57|0],[24|0],[1021|2190],[[3|8013]|[4|53420]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2190]],0,410000,-1,53420,179,1,[117|32],3,14,1
13180,360,[3|8166],[4|54440],[10|5000],[5|350],[57|0],[24|0],[1021|2200],[[3|8166]|[4|54440]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2200]],0,430000,-1,54440,180,1,[117|33],3,15,1
13181,362,[3|8346],[4|55640],[10|5000],[5|350],[57|0],[24|0],[1021|2210],[[3|8346]|[4|55640]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2210]],0,450000,-1,55640,181,1,[117|33],3,15,1
13182,364,[3|8526],[4|56840],[10|5000],[5|350],[57|0],[24|0],[1021|2220],[[3|8526]|[4|56840]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2220]],0,470000,-1,56840,182,1,[117|33],3,15,1
13183,366,[3|8706],[4|58040],[10|5000],[5|350],[57|0],[24|0],[1021|2230],[[3|8706]|[4|58040]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2230]],0,490000,-1,58040,183,1,[117|33],3,15,1
13184,368,[3|8886],[4|59240],[10|5000],[5|350],[57|0],[24|0],[1021|2240],[[3|8886]|[4|59240]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2240]],0,510000,-1,59240,184,1,[117|33],3,15,1
13185,370,[3|9066],[4|60440],[10|5000],[5|350],[57|0],[24|0],[1021|2250],[[3|9066]|[4|60440]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2250]],0,530000,-1,60440,185,1,[117|34],3,15,1
13186,372,[3|9246],[4|61640],[10|5000],[5|350],[57|0],[24|0],[1021|2260],[[3|9246]|[4|61640]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2260]],0,550000,-1,61640,186,1,[117|34],3,15,1
13187,374,[3|9426],[4|62840],[10|5000],[5|350],[57|0],[24|0],[1021|2270],[[3|9426]|[4|62840]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2270]],0,570000,-1,62840,187,1,[117|34],3,15,1
13188,376,[3|9606],[4|64040],[10|5000],[5|350],[57|0],[24|0],[1021|2280],[[3|9606]|[4|64040]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2280]],0,590000,-1,64040,188,1,[117|34],3,15,1
13189,378,[3|9786],[4|65240],[10|5000],[5|350],[57|0],[24|0],[1021|2290],[[3|9786]|[4|65240]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2290]],0,610000,-1,65240,189,1,[117|34],3,15,1
13190,380,[3|9966],[4|66440],[10|5000],[5|350],[57|0],[24|0],[1021|2300],[[3|9966]|[4|66440]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2300]],0,630000,-1,66440,190,1,[117|35],3,16,1
13191,382,[3|10182],[4|67880],[10|5000],[5|350],[57|0],[24|0],[1021|2310],[[3|10182]|[4|67880]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2310]],0,650000,-1,67880,191,1,[117|35],3,16,1
13192,384,[3|10398],[4|69320],[10|5000],[5|350],[57|0],[24|0],[1021|2320],[[3|10398]|[4|69320]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2320]],0,670000,-1,69320,192,1,[117|35],3,16,1
13193,386,[3|10614],[4|70760],[10|5000],[5|350],[57|0],[24|0],[1021|2330],[[3|10614]|[4|70760]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2330]],0,690000,-1,70760,193,1,[117|35],3,16,1
13194,388,[3|10830],[4|72200],[10|5000],[5|350],[57|0],[24|0],[1021|2340],[[3|10830]|[4|72200]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2340]],0,720000,-1,72200,194,1,[117|35],3,16,1
13195,390,[3|11046],[4|73640],[10|5000],[5|350],[57|0],[24|0],[1021|2350],[[3|11046]|[4|73640]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2350]],0,740000,-1,73640,195,1,[117|36],3,16,1
13196,392,[3|11262],[4|75080],[10|5000],[5|350],[57|0],[24|0],[1021|2360],[[3|11262]|[4|75080]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2360]],0,760000,-1,75080,196,1,[117|36],3,16,1
13197,394,[3|11478],[4|76520],[10|5000],[5|350],[57|0],[24|0],[1021|2370],[[3|11478]|[4|76520]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2370]],0,780000,-1,76520,197,1,[117|36],3,16,1
13198,396,[3|11694],[4|77960],[10|5000],[5|350],[57|0],[24|0],[1021|2380],[[3|11694]|[4|77960]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2380]],0,800000,-1,77960,198,1,[117|36],3,16,1
13199,398,[3|11910],[4|79400],[10|5000],[5|350],[57|0],[24|0],[1021|2390],[[3|11910]|[4|79400]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2390]],0,820000,-1,79400,199,1,[117|36],3,16,1
13200,400,[3|12126],[4|80840],[10|5000],[5|350],[57|0],[24|0],[1021|2400],[[3|12126]|[4|80840]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2400]],0,850000,-1,80840,200,1,[117|37],3,17,1
13201,402,[3|12378],[4|82520],[10|5000],[5|350],[57|0],[24|0],[1021|2410],[[3|12378]|[4|82520]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2410]],0,900000,-1,82520,201,1,[117|37],3,17,1
13202,404,[3|12630],[4|84200],[10|5000],[5|350],[57|0],[24|0],[1021|2420],[[3|12630]|[4|84200]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2420]],0,905400,-1,84200,202,1,[117|37],3,17,1
13203,406,[3|12882],[4|85880],[10|5000],[5|350],[57|0],[24|0],[1021|2430],[[3|12882]|[4|85880]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2430]],0,950000,-1,85880,203,1,[117|37],3,17,1
13204,408,[3|13134],[4|87560],[10|5000],[5|350],[57|0],[24|0],[1021|2440],[[3|13134]|[4|87560]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2440]],0,955400,-1,87560,204,1,[117|37],3,17,1
13205,410,[3|13386],[4|89240],[10|5000],[5|350],[57|0],[24|0],[1021|2450],[[3|13386]|[4|89240]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2450]],0,1000000,-1,89240,205,1,[117|38],3,17,1
13206,412,[3|13638],[4|90920],[10|5000],[5|350],[57|0],[24|0],[1021|2460],[[3|13638]|[4|90920]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2460]],0,1005700,-1,90920,206,1,[117|38],3,17,1
13207,414,[3|13890],[4|92600],[10|5000],[5|350],[57|0],[24|0],[1021|2470],[[3|13890]|[4|92600]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2470]],0,1011400,-1,92600,207,1,[117|38],3,17,1
13208,416,[3|14142],[4|94280],[10|5000],[5|350],[57|0],[24|0],[1021|2480],[[3|14142]|[4|94280]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2480]],0,1050000,-1,94280,208,1,[117|38],3,17,1
13209,418,[3|14394],[4|95960],[10|5000],[5|350],[57|0],[24|0],[1021|2490],[[3|14394]|[4|95960]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2490]],0,1055700,-1,95960,209,1,[117|38],3,17,1
13210,420,[3|14646],[4|97640],[10|5000],[5|350],[57|0],[24|0],[1021|2500],[[3|14646]|[4|97640]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2500]],0,1100000,-1,97640,210,1,[117|39],3,17,1
13211,422,[3|14898],[4|99320],[10|5000],[5|350],[57|0],[24|0],[1021|2510],[[3|14898]|[4|99320]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2510]],0,1106000,-1,99320,211,1,[117|39],3,17,1
13212,424,[3|15150],[4|101000],[10|5000],[5|350],[57|0],[24|0],[1021|2520],[[3|15150]|[4|101000]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2520]],0,1150000,-1,101000,212,1,[117|39],3,17,1
13213,426,[3|15402],[4|102680],[10|5000],[5|350],[57|0],[24|0],[1021|2530],[[3|15402]|[4|102680]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2530]],0,1156000,-1,102680,213,1,[117|39],3,17,1
13214,428,[3|15654],[4|104360],[10|5000],[5|350],[57|0],[24|0],[1021|2540],[[3|15654]|[4|104360]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2540]],0,1200000,-1,104360,214,1,[117|39],3,17,1
13215,430,[3|15906],[4|106040],[10|5000],[5|350],[57|0],[24|0],[1021|2550],[[3|15906]|[4|106040]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2550]],0,1206300,-1,106040,215,1,[117|40],3,17,1
13216,432,[3|16158],[4|107720],[10|5000],[5|350],[57|0],[24|0],[1021|2560],[[3|16158]|[4|107720]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2560]],0,1250000,-1,107720,216,1,[117|40],3,17,1
13217,434,[3|16410],[4|109400],[10|5000],[5|350],[57|0],[24|0],[1021|2570],[[3|16410]|[4|109400]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2570]],0,1256300,-1,109400,217,1,[117|40],3,17,1
13218,436,[3|16662],[4|111080],[10|5000],[5|350],[57|0],[24|0],[1021|2580],[[3|16662]|[4|111080]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2580]],0,1300000,-1,111080,218,1,[117|40],3,17,1
13219,438,[3|16914],[4|112760],[10|5000],[5|350],[57|0],[24|0],[1021|2590],[[3|16914]|[4|112760]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2590]],0,1306300,-1,112760,219,1,[117|40],3,17,1
13220,440,[3|17166],[4|114440],[10|5000],[5|350],[57|0],[24|0],[1021|2600],[[3|17166]|[4|114440]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2600]],0,1350000,-1,114440,220,1,[117|40],3,18,1
13221,442,[3|17454],[4|116360],[10|5000],[5|350],[57|0],[24|0],[1021|2610],[[3|17454]|[4|116360]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2610]],0,1356600,-1,116360,221,1,[117|40],3,18,1
13222,444,[3|17742],[4|118280],[10|5000],[5|350],[57|0],[24|0],[1021|2620],[[3|17742]|[4|118280]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2620]],0,1400000,-1,118280,222,1,[117|40],3,18,1
13223,446,[3|18030],[4|120200],[10|5000],[5|350],[57|0],[24|0],[1021|2630],[[3|18030]|[4|120200]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2630]],0,1406600,-1,120200,223,1,[117|40],3,18,1
13224,448,[3|18318],[4|122120],[10|5000],[5|350],[57|0],[24|0],[1021|2640],[[3|18318]|[4|122120]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2640]],0,1450000,-1,122120,224,1,[117|40],3,18,1
13225,450,[3|18606],[4|124040],[10|5000],[5|350],[57|0],[24|0],[1021|2650],[[3|18606]|[4|124040]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2650]],0,1456900,-1,124040,225,1,[117|40],3,18,1
13226,452,[3|18894],[4|125960],[10|5000],[5|350],[57|0],[24|0],[1021|2660],[[3|18894]|[4|125960]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2660]],0,1500000,-1,125960,226,1,[117|40],3,18,1
13227,454,[3|19182],[4|127880],[10|5000],[5|350],[57|0],[24|0],[1021|2670],[[3|19182]|[4|127880]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2670]],0,1506900,-1,127880,227,1,[117|40],3,18,1
13228,456,[3|19470],[4|129800],[10|5000],[5|350],[57|0],[24|0],[1021|2680],[[3|19470]|[4|129800]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2680]],0,1550000,-1,129800,228,1,[117|40],3,18,1
13229,458,[3|19758],[4|131720],[10|5000],[5|350],[57|0],[24|0],[1021|2690],[[3|19758]|[4|131720]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2690]],0,1556900,-1,131720,229,1,[117|40],3,18,1
13230,460,[3|20046],[4|133640],[10|5000],[5|350],[57|0],[24|0],[1021|2700],[[3|20046]|[4|133640]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2700]],0,1600000,-1,133640,230,1,[117|40],3,18,1
13231,462,[3|20334],[4|135560],[10|5000],[5|350],[57|0],[24|0],[1021|2710],[[3|20334]|[4|135560]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2710]],0,1607200,-1,135560,231,1,[117|40],3,18,1
13232,464,[3|20622],[4|137480],[10|5000],[5|350],[57|0],[24|0],[1021|2720],[[3|20622]|[4|137480]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2720]],0,1650000,-1,137480,232,1,[117|40],3,18,1
13233,466,[3|20910],[4|139400],[10|5000],[5|350],[57|0],[24|0],[1021|2730],[[3|20910]|[4|139400]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2730]],0,1657200,-1,139400,233,1,[117|40],3,18,1
13234,468,[3|21198],[4|141320],[10|5000],[5|350],[57|0],[24|0],[1021|2740],[[3|21198]|[4|141320]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2740]],0,1700000,-1,141320,234,1,[117|40],3,18,1
13235,470,[3|21486],[4|143240],[10|5000],[5|350],[57|0],[24|0],[1021|2750],[[3|21486]|[4|143240]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2750]],0,1707500,-1,143240,235,1,[117|40],3,18,1
