id,attr_1,attr_2,attr_3,attr_4,attr_all_1,attr_all_2,attr_all_3,attr_all_4,attr_special_1,attr_special_2,attr_special_3,attr_special_4,attrAllList,attrList,attrSpecialList,breakCostArr,cost,fightforce,hero,hero_lv_max,hero_lv_max_new,hero_lv_min,hero_lv_min_new,level,player_lv_min
1000505,[3|104],[4|1044],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[30|200],[29|200],[[103|200]|[104|200]],[[3|104]|[4|1044]|[104|0]|[5|100]],[[19|200]|[18|200]|[30|200]|[29|200]],[[999|3|18000]],[999|3|18000],1460,10005,90,1400,90,1400,5,1
1000506,[3|144],[4|1440],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[30|200],[29|200],[[103|200]|[104|400]],[[3|144]|[4|1440]|[104|0]|[5|100]],[[19|300]|[18|200]|[30|200]|[29|200]],[[999|3|27000]],[999|3|27000],2016,10005,100,1500,100,1500,6,1
1000507,[3|183],[4|1836],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[30|200],[29|200],[[103|300]|[104|400]],[[3|183]|[4|1836]|[104|0]|[5|100]],[[19|300]|[18|300]|[30|200]|[29|200]],[[999|3|36000]],[999|3|36000],2568,10005,110,1600,110,1600,7,1
1000508,[3|230],[4|2304],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[30|400],[29|200],[[103|300]|[104|400]],[[3|230]|[4|2304]|[104|0]|[5|100]],[[19|400]|[18|300]|[30|400]|[29|200]],[[999|3|55000]],[999|3|55000],3224,10005,120,1700,120,1700,8,1
1000509,[3|284],[4|2844],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[30|400],[29|400],[[103|400]|[104|400]],[[3|284]|[4|2844]|[104|0]|[5|100]],[[19|400]|[18|400]|[30|400]|[29|400]],[[999|3|88000]],[999|3|88000],3880,10005,130,1800,130,1800,9,1
1000510,[3|368],[4|3684],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[30|400],[29|400],[[103|400]|[104|700]],[[3|368]|[4|3684]|[104|0]|[5|100]],[[19|500]|[18|400]|[30|400]|[29|400]],[[999|3|150000]],[999|3|150000],4888,10005,140,1900,140,1900,10,1
1000511,[3|464],[4|4644],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[30|400],[29|400],[[103|500]|[104|700]],[[3|464]|[4|4644]|[104|0]|[5|100]],[[19|500]|[18|500]|[30|400]|[29|400]],[[999|3|270000]],[999|3|270000],5896,10005,150,2000,150,2000,11,1
1000512,[3|572],[4|5724],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[30|700],[29|400],[[103|500]|[104|700]],[[3|572]|[4|5724]|[104|0]|[5|100]],[[19|600]|[18|500]|[30|700]|[29|400]],[[999|3|450000]],[999|3|450000],7072,10005,160,2100,160,2100,12,1
1000513,[3|692],[4|6924],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[30|700],[29|700],[[103|600]|[104|700]],[[3|692]|[4|6924]|[104|0]|[5|100]],[[19|600]|[18|600]|[30|700]|[29|700]],[[999|3|670000]],[999|3|670000],8248,10005,170,2200,170,2200,13,1
1000514,[3|840],[4|8409],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[30|900],[29|700],[[103|600]|[104|700]],[[3|840]|[4|8409]|[104|0]|[5|100]],[[19|700]|[18|600]|[30|900]|[29|700]],[[999|3|1000000]],[999|3|1000000],9760,10005,180,2300,180,2300,14,1
1000515,[3|1002],[4|10029],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[30|900],[29|900],[[103|700]|[104|700]],[[3|1002]|[4|10029]|[104|0]|[5|100]],[[19|700]|[18|700]|[30|900]|[29|900]],[[999|3|1500000]],[999|3|1500000],11272,10005,190,2400,190,2400,15,1
1000516,[3|1212],[4|12129],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[30|900],[29|950],[[103|1000]|[104|1000]],[[3|1212]|[4|12129]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|900]|[29|950]],[[999|3|2200000]],[999|3|2200000],13372,10005,200,2500,200,2500,16,1
1000517,[3|1692],[4|16929],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[30|950],[29|950],[[103|1030]|[104|1000]],[[3|1692]|[4|16929]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|950]],[[999|3|6500000]],[999|3|6500000],18412,10005,220,2600,220,2600,17,1
1000518,[3|2232],[4|22329],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[30|950],[29|1000],[[103|1030]|[104|1030]],[[3|2232]|[4|22329]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|1000]],[[999|3|10000000]],[999|3|10000000],24292,10005,240,2700,240,2700,18,1
1000519,[3|2832],[4|28329],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[30|1000],[29|1000],[[103|1050]|[104|1050]],[[3|2832]|[4|28329]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1000]|[29|1000]],[[999|3|10000000]],[999|3|10000000],30172,10005,265,2800,265,2800,19,1
1000520,[3|3432],[4|34329],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[30|1030],[29|1030],[[103|1070]|[104|1070]],[[3|3432]|[4|34329]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1030]|[29|1030]],[[999|3|10000000]],[999|3|10000000],36052,10005,280,2900,99999,2901,20,1
1000601,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[32|0],[31|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[32|0]|[31|0]],[[999|3|450]],[999|3|450],0,10006,20,1000,20,1000,1,1
1000602,[3|18],[4|120],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[32|0],[31|0],[[103|0]|[104|200]],[[3|18]|[4|120]|[104|0]|[5|100]],[[19|100]|[18|0]|[32|0]|[31|0]],[[999|3|600]],[999|3|600],192,10006,30,1100,30,1100,2,1
1000603,[3|41],[4|276],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[32|0],[31|0],[[103|100]|[104|200]],[[3|41]|[4|276]|[104|0]|[5|100]],[[19|100]|[18|100]|[32|0]|[31|0]],[[999|3|3600]],[999|3|3600],440,10006,50,1200,50,1200,3,1
1000604,[3|70],[4|468],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[32|200],[31|0],[[103|100]|[104|200]],[[3|70]|[4|468]|[104|0]|[5|100]],[[19|200]|[18|100]|[32|200]|[31|0]],[[999|3|8600]],[999|3|8600],748,10006,70,1300,70,1300,4,1
1000605,[3|104],[4|696],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[32|200],[31|200],[[103|200]|[104|200]],[[3|104]|[4|696]|[104|0]|[5|100]],[[19|200]|[18|200]|[32|200]|[31|200]],[[999|3|18000]],[999|3|18000],1112,10006,90,1400,90,1400,5,1
1000606,[3|144],[4|960],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[32|200],[31|200],[[103|200]|[104|400]],[[3|144]|[4|960]|[104|0]|[5|100]],[[19|300]|[18|200]|[32|200]|[31|200]],[[999|3|27000]],[999|3|27000],1536,10006,100,1500,100,1500,6,1
1000607,[3|183],[4|1224],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[32|200],[31|200],[[103|300]|[104|400]],[[3|183]|[4|1224]|[104|0]|[5|100]],[[19|300]|[18|300]|[32|200]|[31|200]],[[999|3|36000]],[999|3|36000],1956,10006,110,1600,110,1600,7,1
1000608,[3|230],[4|1536],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[32|400],[31|200],[[103|300]|[104|400]],[[3|230]|[4|1536]|[104|0]|[5|100]],[[19|400]|[18|300]|[32|400]|[31|200]],[[999|3|55000]],[999|3|55000],2456,10006,120,1700,120,1700,8,1
1000609,[3|284],[4|1896],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[32|400],[31|400],[[103|400]|[104|400]],[[3|284]|[4|1896]|[104|0]|[5|100]],[[19|400]|[18|400]|[32|400]|[31|400]],[[999|3|88000]],[999|3|88000],2956,10006,130,1800,130,1800,9,1
1000610,[3|368],[4|2456],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[32|400],[31|400],[[103|400]|[104|700]],[[3|368]|[4|2456]|[104|0]|[5|100]],[[19|500]|[18|400]|[32|400]|[31|400]],[[999|3|150000]],[999|3|150000],3724,10006,140,1900,140,1900,10,1
1000611,[3|464],[4|3096],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[32|400],[31|400],[[103|500]|[104|700]],[[3|464]|[4|3096]|[104|0]|[5|100]],[[19|500]|[18|500]|[32|400]|[31|400]],[[999|3|270000]],[999|3|270000],4492,10006,150,2000,150,2000,11,1
1000612,[3|572],[4|3816],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[32|700],[31|400],[[103|500]|[104|700]],[[3|572]|[4|3816]|[104|0]|[5|100]],[[19|600]|[18|500]|[32|700]|[31|400]],[[999|3|450000]],[999|3|450000],5388,10006,160,2100,160,2100,12,1
1000613,[3|692],[4|4616],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[32|700],[31|700],[[103|600]|[104|700]],[[3|692]|[4|4616]|[104|0]|[5|100]],[[19|600]|[18|600]|[32|700]|[31|700]],[[999|3|670000]],[999|3|670000],6284,10006,170,2200,170,2200,13,1
1000614,[3|840],[4|5606],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[32|900],[31|700],[[103|600]|[104|700]],[[3|840]|[4|5606]|[104|0]|[5|100]],[[19|700]|[18|600]|[32|900]|[31|700]],[[999|3|1000000]],[999|3|1000000],7436,10006,180,2300,180,2300,14,1
1000615,[3|1002],[4|6686],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[32|900],[31|900],[[103|700]|[104|700]],[[3|1002]|[4|6686]|[104|0]|[5|100]],[[19|700]|[18|700]|[32|900]|[31|900]],[[999|3|1500000]],[999|3|1500000],8588,10006,190,2400,190,2400,15,1
1000616,[3|1212],[4|8086],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[32|900],[31|950],[[103|1000]|[104|1000]],[[3|1212]|[4|8086]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|900]|[31|950]],[[999|3|2200000]],[999|3|2200000],10188,10006,200,2500,200,2500,16,1
1000617,[3|1692],[4|11286],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[32|950],[31|950],[[103|1030]|[104|1000]],[[3|1692]|[4|11286]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|950]],[[999|3|6500000]],[999|3|6500000],14028,10006,220,2600,220,2600,17,1
1000618,[3|2232],[4|14886],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[32|950],[31|1000],[[103|1030]|[104|1030]],[[3|2232]|[4|14886]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|1000]],[[999|3|10000000]],[999|3|10000000],18508,10006,240,2700,240,2700,18,1
1000619,[3|2832],[4|18886],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[32|1000],[31|1000],[[103|1050]|[104|1050]],[[3|2832]|[4|18886]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1000]|[31|1000]],[[999|3|10000000]],[999|3|10000000],22988,10006,265,2800,265,2800,19,1
1000620,[3|3432],[4|22886],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[32|1030],[31|1030],[[103|1070]|[104|1070]],[[3|3432]|[4|22886]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1030]|[31|1030]],[[999|3|10000000]],[999|3|10000000],27468,10006,280,2900,99999,2901,20,1
1000701,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[30|0],[29|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[30|0]|[29|0]],[[999|3|450]],[999|3|450],0,10007,20,1000,20,1000,1,1
1000702,[3|15],[4|150],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[30|0],[29|0],[[103|0]|[104|200]],[[3|15]|[4|150]|[104|0]|[5|100]],[[19|100]|[18|0]|[30|0]|[29|0]],[[999|3|600]],[999|3|600],210,10007,30,1100,30,1100,2,1
1000703,[3|34],[4|345],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[30|0],[29|0],[[103|100]|[104|200]],[[3|34]|[4|345]|[104|0]|[5|100]],[[19|100]|[18|100]|[30|0]|[29|0]],[[999|3|3600]],[999|3|3600],481,10007,50,1200,50,1200,3,1
1000704,[3|58],[4|585],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[30|200],[29|0],[[103|100]|[104|200]],[[3|58]|[4|585]|[104|0]|[5|100]],[[19|200]|[18|100]|[30|200]|[29|0]],[[999|3|8600]],[999|3|8600],817,10007,70,1300,70,1300,4,1
1000705,[3|87],[4|870],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[30|200],[29|200],[[103|200]|[104|200]],[[3|87]|[4|870]|[104|0]|[5|100]],[[19|200]|[18|200]|[30|200]|[29|200]],[[999|3|18000]],[999|3|18000],1218,10007,90,1400,90,1400,5,1
1000706,[3|120],[4|1200],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[30|200],[29|200],[[103|200]|[104|400]],[[3|120]|[4|1200]|[104|0]|[5|100]],[[19|300]|[18|200]|[30|200]|[29|200]],[[999|3|27000]],[999|3|27000],1680,10007,100,1500,100,1500,6,1
1000707,[3|153],[4|1530],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[30|200],[29|200],[[103|300]|[104|400]],[[3|153]|[4|1530]|[104|0]|[5|100]],[[19|300]|[18|300]|[30|200]|[29|200]],[[999|3|36000]],[999|3|36000],2142,10007,110,1600,110,1600,7,1
1000708,[3|192],[4|1920],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[30|400],[29|200],[[103|300]|[104|400]],[[3|192]|[4|1920]|[104|0]|[5|100]],[[19|400]|[18|300]|[30|400]|[29|200]],[[999|3|55000]],[999|3|55000],2688,10007,120,1700,120,1700,8,1
1000709,[3|237],[4|2370],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[30|400],[29|400],[[103|400]|[104|400]],[[3|237]|[4|2370]|[104|0]|[5|100]],[[19|400]|[18|400]|[30|400]|[29|400]],[[999|3|88000]],[999|3|88000],3234,10007,130,1800,130,1800,9,1
1000710,[3|307],[4|3070],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[30|400],[29|400],[[103|400]|[104|700]],[[3|307]|[4|3070]|[104|0]|[5|100]],[[19|500]|[18|400]|[30|400]|[29|400]],[[999|3|150000]],[999|3|150000],4074,10007,140,1900,140,1900,10,1
1000711,[3|387],[4|3870],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[30|400],[29|400],[[103|500]|[104|700]],[[3|387]|[4|3870]|[104|0]|[5|100]],[[19|500]|[18|500]|[30|400]|[29|400]],[[999|3|270000]],[999|3|270000],4914,10007,150,2000,150,2000,11,1
1000712,[3|477],[4|4770],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[30|700],[29|400],[[103|500]|[104|700]],[[3|477]|[4|4770]|[104|0]|[5|100]],[[19|600]|[18|500]|[30|700]|[29|400]],[[999|3|450000]],[999|3|450000],5894,10007,160,2100,160,2100,12,1
1000713,[3|577],[4|5770],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[30|700],[29|700],[[103|600]|[104|700]],[[3|577]|[4|5770]|[104|0]|[5|100]],[[19|600]|[18|600]|[30|700]|[29|700]],[[999|3|670000]],[999|3|670000],6874,10007,170,2200,170,2200,13,1
1000714,[3|700],[4|7007],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[30|900],[29|700],[[103|600]|[104|700]],[[3|700]|[4|7007]|[104|0]|[5|100]],[[19|700]|[18|600]|[30|900]|[29|700]],[[999|3|1000000]],[999|3|1000000],8134,10007,180,2300,180,2300,14,1
1000715,[3|835],[4|8357],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[30|900],[29|900],[[103|700]|[104|700]],[[3|835]|[4|8357]|[104|0]|[5|100]],[[19|700]|[18|700]|[30|900]|[29|900]],[[999|3|1500000]],[999|3|1500000],9394,10007,190,2400,190,2400,15,1
1000716,[3|1010],[4|10107],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[30|900],[29|950],[[103|1000]|[104|1000]],[[3|1010]|[4|10107]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|900]|[29|950]],[[999|3|2200000]],[999|3|2200000],11144,10007,200,2500,200,2500,16,1
1000717,[3|1410],[4|14107],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[30|950],[29|950],[[103|1030]|[104|1000]],[[3|1410]|[4|14107]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|950]],[[999|3|6500000]],[999|3|6500000],15344,10007,220,2600,220,2600,17,1
1000718,[3|1860],[4|18607],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[30|950],[29|1000],[[103|1030]|[104|1030]],[[3|1860]|[4|18607]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|1000]],[[999|3|10000000]],[999|3|10000000],20244,10007,240,2700,240,2700,18,1
1000719,[3|2360],[4|23607],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[30|1000],[29|1000],[[103|1050]|[104|1050]],[[3|2360]|[4|23607]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1000]|[29|1000]],[[999|3|10000000]],[999|3|10000000],25144,10007,265,2800,265,2800,19,1
1000720,[3|2860],[4|28607],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[30|1030],[29|1030],[[103|1070]|[104|1070]],[[3|2860]|[4|28607]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1030]|[29|1030]],[[999|3|10000000]],[999|3|10000000],30044,10007,280,2900,99999,2901,20,1
1000801,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[30|0],[29|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[30|0]|[29|0]],[[999|3|450]],[999|3|450],0,10008,20,1000,20,1000,1,1
1000802,[3|22],[4|225],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[30|0],[29|0],[[103|0]|[104|200]],[[3|22]|[4|225]|[104|0]|[5|100]],[[19|100]|[18|0]|[30|0]|[29|0]],[[999|3|600]],[999|3|600],313,10008,30,1100,30,1100,2,1
1000803,[3|51],[4|517],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[30|0],[29|0],[[103|100]|[104|200]],[[3|51]|[4|517]|[104|0]|[5|100]],[[19|100]|[18|100]|[30|0]|[29|0]],[[999|3|3600]],[999|3|3600],721,10008,50,1200,50,1200,3,1
1000804,[3|87],[4|877],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[30|200],[29|0],[[103|100]|[104|200]],[[3|87]|[4|877]|[104|0]|[5|100]],[[19|200]|[18|100]|[30|200]|[29|0]],[[999|3|8600]],[999|3|8600],1225,10008,70,1300,70,1300,4,1
1000805,[3|130],[4|1305],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[30|200],[29|200],[[103|200]|[104|200]],[[3|130]|[4|1305]|[104|0]|[5|100]],[[19|200]|[18|200]|[30|200]|[29|200]],[[999|3|18000]],[999|3|18000],1825,10008,90,1400,90,1400,5,1
1000806,[3|180],[4|1800],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[30|200],[29|200],[[103|200]|[104|400]],[[3|180]|[4|1800]|[104|0]|[5|100]],[[19|300]|[18|200]|[30|200]|[29|200]],[[999|3|27000]],[999|3|27000],2520,10008,100,1500,100,1500,6,1
1000807,[3|229],[4|2295],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[30|200],[29|200],[[103|300]|[104|400]],[[3|229]|[4|2295]|[104|0]|[5|100]],[[19|300]|[18|300]|[30|200]|[29|200]],[[999|3|36000]],[999|3|36000],3211,10008,110,1600,110,1600,7,1
1000808,[3|288],[4|2880],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[30|400],[29|200],[[103|300]|[104|400]],[[3|288]|[4|2880]|[104|0]|[5|100]],[[19|400]|[18|300]|[30|400]|[29|200]],[[999|3|55000]],[999|3|55000],4032,10008,120,1700,120,1700,8,1
1000809,[3|355],[4|3555],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[30|400],[29|400],[[103|400]|[104|400]],[[3|355]|[4|3555]|[104|0]|[5|100]],[[19|400]|[18|400]|[30|400]|[29|400]],[[999|3|88000]],[999|3|88000],4849,10008,130,1800,130,1800,9,1
1000810,[3|460],[4|4605],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[30|400],[29|400],[[103|400]|[104|700]],[[3|460]|[4|4605]|[104|0]|[5|100]],[[19|500]|[18|400]|[30|400]|[29|400]],[[999|3|150000]],[999|3|150000],6109,10008,140,1900,140,1900,10,1
1000811,[3|580],[4|5805],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[30|400],[29|400],[[103|500]|[104|700]],[[3|580]|[4|5805]|[104|0]|[5|100]],[[19|500]|[18|500]|[30|400]|[29|400]],[[999|3|270000]],[999|3|270000],7369,10008,150,2000,150,2000,11,1
1000812,[3|715],[4|7155],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[30|700],[29|400],[[103|500]|[104|700]],[[3|715]|[4|7155]|[104|0]|[5|100]],[[19|600]|[18|500]|[30|700]|[29|400]],[[999|3|450000]],[999|3|450000],8839,10008,160,2100,160,2100,12,1
1000813,[3|865],[4|8655],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[30|700],[29|700],[[103|600]|[104|700]],[[3|865]|[4|8655]|[104|0]|[5|100]],[[19|600]|[18|600]|[30|700]|[29|700]],[[999|3|670000]],[999|3|670000],10309,10008,170,2200,170,2200,13,1
1000814,[3|1051],[4|10511],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[30|900],[29|700],[[103|600]|[104|700]],[[3|1051]|[4|10511]|[104|0]|[5|100]],[[19|700]|[18|600]|[30|900]|[29|700]],[[999|3|1000000]],[999|3|1000000],12199,10008,180,2300,180,2300,14,1
1000815,[3|1253],[4|12536],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[30|900],[29|900],[[103|700]|[104|700]],[[3|1253]|[4|12536]|[104|0]|[5|100]],[[19|700]|[18|700]|[30|900]|[29|900]],[[999|3|1500000]],[999|3|1500000],14089,10008,190,2400,190,2400,15,1
1000816,[3|1516],[4|15161],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[30|900],[29|950],[[103|1000]|[104|1000]],[[3|1516]|[4|15161]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|900]|[29|950]],[[999|3|2200000]],[999|3|2200000],16716,10008,200,2500,200,2500,16,1
1000817,[3|2116],[4|21161],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[30|950],[29|950],[[103|1030]|[104|1000]],[[3|2116]|[4|21161]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|950]],[[999|3|6500000]],[999|3|6500000],23016,10008,220,2600,220,2600,17,1
1000818,[3|2791],[4|27911],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[30|950],[29|1000],[[103|1030]|[104|1030]],[[3|2791]|[4|27911]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|1000]],[[999|3|10000000]],[999|3|10000000],30366,10008,240,2700,240,2700,18,1
1000819,[3|3541],[4|35411],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[30|1000],[29|1000],[[103|1050]|[104|1050]],[[3|3541]|[4|35411]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1000]|[29|1000]],[[999|3|10000000]],[999|3|10000000],37716,10008,265,2800,265,2800,19,1
1000820,[3|4291],[4|42911],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[30|1030],[29|1030],[[103|1070]|[104|1070]],[[3|4291]|[4|42911]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1030]|[29|1030]],[[999|3|10000000]],[999|3|10000000],45066,10008,280,2900,99999,2901,20,1
1000901,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[28|0],[27|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[28|0]|[27|0]],[[999|3|450]],[999|3|450],0,10009,20,1000,20,1000,1,1
1000902,[3|18],[4|120],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[28|0],[27|0],[[103|0]|[104|200]],[[3|18]|[4|120]|[104|0]|[5|100]],[[19|100]|[18|0]|[28|0]|[27|0]],[[999|3|600]],[999|3|600],192,10009,30,1100,30,1100,2,1
1000903,[3|41],[4|276],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[28|0],[27|0],[[103|100]|[104|200]],[[3|41]|[4|276]|[104|0]|[5|100]],[[19|100]|[18|100]|[28|0]|[27|0]],[[999|3|3600]],[999|3|3600],440,10009,50,1200,50,1200,3,1
1000904,[3|70],[4|468],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[28|200],[27|0],[[103|100]|[104|200]],[[3|70]|[4|468]|[104|0]|[5|100]],[[19|200]|[18|100]|[28|200]|[27|0]],[[999|3|8600]],[999|3|8600],748,10009,70,1300,70,1300,4,1
1000905,[3|104],[4|696],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[28|200],[27|200],[[103|200]|[104|200]],[[3|104]|[4|696]|[104|0]|[5|100]],[[19|200]|[18|200]|[28|200]|[27|200]],[[999|3|18000]],[999|3|18000],1112,10009,90,1400,90,1400,5,1
1000906,[3|144],[4|960],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[28|200],[27|200],[[103|200]|[104|400]],[[3|144]|[4|960]|[104|0]|[5|100]],[[19|300]|[18|200]|[28|200]|[27|200]],[[999|3|27000]],[999|3|27000],1536,10009,100,1500,100,1500,6,1
1000907,[3|183],[4|1224],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[28|200],[27|200],[[103|300]|[104|400]],[[3|183]|[4|1224]|[104|0]|[5|100]],[[19|300]|[18|300]|[28|200]|[27|200]],[[999|3|36000]],[999|3|36000],1956,10009,110,1600,110,1600,7,1
1000908,[3|230],[4|1536],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[28|400],[27|200],[[103|300]|[104|400]],[[3|230]|[4|1536]|[104|0]|[5|100]],[[19|400]|[18|300]|[28|400]|[27|200]],[[999|3|55000]],[999|3|55000],2456,10009,120,1700,120,1700,8,1
1000909,[3|284],[4|1896],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[28|400],[27|400],[[103|400]|[104|400]],[[3|284]|[4|1896]|[104|0]|[5|100]],[[19|400]|[18|400]|[28|400]|[27|400]],[[999|3|88000]],[999|3|88000],2956,10009,130,1800,130,1800,9,1
