id,attribute,attrs,cost,costArr,exclusive_component,index,lv,power,skillArr
1004901,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11049|5],[[2|11049|5]],[1004914|1],10049,1,3176,[[1004914|1]]
1004902,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11049|10],[[2|11049|10]],[1004914|1],10049,2,6355,[[1004914|1]]
1004903,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11049|15],[[2|11049|15]],[1004914|1],10049,3,9535,[[1004914|1]]
1004904,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11049|20],[[2|11049|20]],[1004914|1],10049,4,12712,[[1004914|1]]
1004905,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11049|25],[[2|11049|25]],[1004914|2],10049,5,16831,[[1004914|2]]
1004906,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11049|30],[[2|11049|30]],[1004914|2],10049,6,20970,[[1004914|2]]
1004907,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11049|35],[[2|11049|35]],[1004914|2],10049,7,25112,[[1004914|2]]
1004908,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11049|40],[[2|11049|40]],[1004914|2],10049,8,29229,[[1004914|2]]
1004909,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11049|45],[[2|11049|45]],[1004914|2],10049,9,33370,[[1004914|2]]
1004910,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11049|50],[[2|11049|50]],[1004914|3],10049,10,39075,[[1004914|3]]
1004911,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11049|55],[[2|11049|55]],[1004914|3],10049,11,44803,[[1004914|3]]
1004912,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11049|60],[[2|11049|60]],[1004914|3],10049,12,50516,[[1004914|3]]
1004913,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11049|65],[[2|11049|65]],[1004914|3],10049,13,56244,[[1004914|3]]
1004914,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11049|70],[[2|11049|70]],[1004914|3],10049,14,61951,[[1004914|3]]
1004915,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11049|80],[[2|11049|80]],[1004914|4],10049,15,69917,[[1004914|4]]
1004916,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11049|90],[[2|11049|90]],[1004914|4],10049,16,77840,[[1004914|4]]
1004917,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11049|100],[[2|11049|100]],[1004914|4],10049,17,85808,[[1004914|4]]
1004918,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11049|110],[[2|11049|110]],[1004914|4],10049,18,93732,[[1004914|4]]
1004919,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11049|130],[[2|11049|130]],[1004914|4],10049,19,101675,[[1004914|4]]
1004920,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11049|150],[[2|11049|150]],[1004914|5],10049,20,112800,[[1004914|5]]
1005001,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11050|5],[[2|11050|5]],[1005014|1],10050,1,3176,[[1005014|1]]
1005002,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11050|10],[[2|11050|10]],[1005014|1],10050,2,6355,[[1005014|1]]
1005003,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11050|15],[[2|11050|15]],[1005014|1],10050,3,9535,[[1005014|1]]
1005004,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11050|20],[[2|11050|20]],[1005014|1],10050,4,12712,[[1005014|1]]
1005005,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11050|25],[[2|11050|25]],[1005014|2],10050,5,16831,[[1005014|2]]
1005006,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11050|30],[[2|11050|30]],[1005014|2],10050,6,20970,[[1005014|2]]
1005007,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11050|35],[[2|11050|35]],[1005014|2],10050,7,25112,[[1005014|2]]
1005008,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11050|40],[[2|11050|40]],[1005014|2],10050,8,29229,[[1005014|2]]
1005009,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11050|45],[[2|11050|45]],[1005014|2],10050,9,33370,[[1005014|2]]
1005010,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11050|50],[[2|11050|50]],[1005014|3],10050,10,39075,[[1005014|3]]
1005011,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11050|55],[[2|11050|55]],[1005014|3],10050,11,44803,[[1005014|3]]
1005012,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11050|60],[[2|11050|60]],[1005014|3],10050,12,50516,[[1005014|3]]
1005013,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11050|65],[[2|11050|65]],[1005014|3],10050,13,56244,[[1005014|3]]
1005014,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11050|70],[[2|11050|70]],[1005014|3],10050,14,61951,[[1005014|3]]
1005015,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11050|80],[[2|11050|80]],[1005014|4],10050,15,69917,[[1005014|4]]
1005016,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11050|90],[[2|11050|90]],[1005014|4],10050,16,77840,[[1005014|4]]
1005017,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11050|100],[[2|11050|100]],[1005014|4],10050,17,85808,[[1005014|4]]
1005018,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11050|110],[[2|11050|110]],[1005014|4],10050,18,93732,[[1005014|4]]
1005019,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11050|130],[[2|11050|130]],[1005014|4],10050,19,101675,[[1005014|4]]
1005020,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11050|150],[[2|11050|150]],[1005014|5],10050,20,112800,[[1005014|5]]
1005101,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11051|5],[[2|11051|5]],[1005114|1],10051,1,3176,[[1005114|1]]
1005102,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11051|10],[[2|11051|10]],[1005114|1],10051,2,6355,[[1005114|1]]
1005103,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11051|15],[[2|11051|15]],[1005114|1],10051,3,9535,[[1005114|1]]
1005104,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11051|20],[[2|11051|20]],[1005114|1],10051,4,12712,[[1005114|1]]
1005105,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11051|25],[[2|11051|25]],[1005114|2],10051,5,16831,[[1005114|2]]
1005106,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11051|30],[[2|11051|30]],[1005114|2],10051,6,20970,[[1005114|2]]
1005107,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11051|35],[[2|11051|35]],[1005114|2],10051,7,25112,[[1005114|2]]
1005108,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11051|40],[[2|11051|40]],[1005114|2],10051,8,29229,[[1005114|2]]
1005109,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11051|45],[[2|11051|45]],[1005114|2],10051,9,33370,[[1005114|2]]
1005110,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11051|50],[[2|11051|50]],[1005114|3],10051,10,39075,[[1005114|3]]
1005111,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11051|55],[[2|11051|55]],[1005114|3],10051,11,44803,[[1005114|3]]
1005112,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11051|60],[[2|11051|60]],[1005114|3],10051,12,50516,[[1005114|3]]
1005113,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11051|65],[[2|11051|65]],[1005114|3],10051,13,56244,[[1005114|3]]
1005114,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11051|70],[[2|11051|70]],[1005114|3],10051,14,61951,[[1005114|3]]
1005115,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11051|80],[[2|11051|80]],[1005114|4],10051,15,69917,[[1005114|4]]
1005116,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11051|90],[[2|11051|90]],[1005114|4],10051,16,77840,[[1005114|4]]
1005117,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11051|100],[[2|11051|100]],[1005114|4],10051,17,85808,[[1005114|4]]
1005118,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11051|110],[[2|11051|110]],[1005114|4],10051,18,93732,[[1005114|4]]
1005119,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11051|130],[[2|11051|130]],[1005114|4],10051,19,101675,[[1005114|4]]
1005120,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11051|150],[[2|11051|150]],[1005114|5],10051,20,112800,[[1005114|5]]
1005201,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11052|5],[[2|11052|5]],[1005214|1],10052,1,3176,[[1005214|1]]
1005202,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11052|10],[[2|11052|10]],[1005214|1],10052,2,6355,[[1005214|1]]
1005203,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11052|15],[[2|11052|15]],[1005214|1],10052,3,9535,[[1005214|1]]
1005204,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11052|20],[[2|11052|20]],[1005214|1],10052,4,12712,[[1005214|1]]
1005205,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11052|25],[[2|11052|25]],[1005214|2],10052,5,16831,[[1005214|2]]
1005206,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11052|30],[[2|11052|30]],[1005214|2],10052,6,20970,[[1005214|2]]
1005207,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11052|35],[[2|11052|35]],[1005214|2],10052,7,25112,[[1005214|2]]
1005208,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11052|40],[[2|11052|40]],[1005214|2],10052,8,29229,[[1005214|2]]
1005209,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11052|45],[[2|11052|45]],[1005214|2],10052,9,33370,[[1005214|2]]
1005210,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11052|50],[[2|11052|50]],[1005214|3],10052,10,39075,[[1005214|3]]
1005211,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11052|55],[[2|11052|55]],[1005214|3],10052,11,44803,[[1005214|3]]
1005212,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11052|60],[[2|11052|60]],[1005214|3],10052,12,50516,[[1005214|3]]
1005213,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11052|65],[[2|11052|65]],[1005214|3],10052,13,56244,[[1005214|3]]
1005214,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11052|70],[[2|11052|70]],[1005214|3],10052,14,61951,[[1005214|3]]
1005215,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11052|80],[[2|11052|80]],[1005214|4],10052,15,69917,[[1005214|4]]
1005216,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11052|90],[[2|11052|90]],[1005214|4],10052,16,77840,[[1005214|4]]
1005217,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11052|100],[[2|11052|100]],[1005214|4],10052,17,85808,[[1005214|4]]
1005218,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11052|110],[[2|11052|110]],[1005214|4],10052,18,93732,[[1005214|4]]
1005219,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11052|130],[[2|11052|130]],[1005214|4],10052,19,101675,[[1005214|4]]
1005220,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11052|150],[[2|11052|150]],[1005214|5],10052,20,112800,[[1005214|5]]
1005301,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11053|5],[[2|11053|5]],[1005314|1],10053,1,3176,[[1005314|1]]
1005302,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11053|10],[[2|11053|10]],[1005314|1],10053,2,6355,[[1005314|1]]
1005303,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11053|15],[[2|11053|15]],[1005314|1],10053,3,9535,[[1005314|1]]
1005304,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11053|20],[[2|11053|20]],[1005314|1],10053,4,12712,[[1005314|1]]
1005305,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11053|25],[[2|11053|25]],[1005314|2],10053,5,16831,[[1005314|2]]
1005306,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11053|30],[[2|11053|30]],[1005314|2],10053,6,20970,[[1005314|2]]
1005307,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11053|35],[[2|11053|35]],[1005314|2],10053,7,25112,[[1005314|2]]
1005308,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11053|40],[[2|11053|40]],[1005314|2],10053,8,29229,[[1005314|2]]
1005309,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11053|45],[[2|11053|45]],[1005314|2],10053,9,33370,[[1005314|2]]
1005310,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11053|50],[[2|11053|50]],[1005314|3],10053,10,39075,[[1005314|3]]
1005311,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11053|55],[[2|11053|55]],[1005314|3],10053,11,44803,[[1005314|3]]
1005312,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11053|60],[[2|11053|60]],[1005314|3],10053,12,50516,[[1005314|3]]
1005313,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11053|65],[[2|11053|65]],[1005314|3],10053,13,56244,[[1005314|3]]
1005314,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11053|70],[[2|11053|70]],[1005314|3],10053,14,61951,[[1005314|3]]
1005315,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11053|80],[[2|11053|80]],[1005314|4],10053,15,69917,[[1005314|4]]
1005316,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11053|90],[[2|11053|90]],[1005314|4],10053,16,77840,[[1005314|4]]
1005317,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11053|100],[[2|11053|100]],[1005314|4],10053,17,85808,[[1005314|4]]
1005318,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11053|110],[[2|11053|110]],[1005314|4],10053,18,93732,[[1005314|4]]
1005319,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11053|130],[[2|11053|130]],[1005314|4],10053,19,101675,[[1005314|4]]
1005320,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11053|150],[[2|11053|150]],[1005314|5],10053,20,112800,[[1005314|5]]
1005401,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11054|5],[[2|11054|5]],[1005414|1],10054,1,3176,[[1005414|1]]
1005402,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11054|10],[[2|11054|10]],[1005414|1],10054,2,6355,[[1005414|1]]
1005403,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11054|15],[[2|11054|15]],[1005414|1],10054,3,9535,[[1005414|1]]
1005404,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11054|20],[[2|11054|20]],[1005414|1],10054,4,12712,[[1005414|1]]
1005405,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11054|25],[[2|11054|25]],[1005414|2],10054,5,16831,[[1005414|2]]
1005406,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11054|30],[[2|11054|30]],[1005414|2],10054,6,20970,[[1005414|2]]
1005407,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11054|35],[[2|11054|35]],[1005414|2],10054,7,25112,[[1005414|2]]
1005408,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11054|40],[[2|11054|40]],[1005414|2],10054,8,29229,[[1005414|2]]
1005409,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11054|45],[[2|11054|45]],[1005414|2],10054,9,33370,[[1005414|2]]
1005410,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11054|50],[[2|11054|50]],[1005414|3],10054,10,39075,[[1005414|3]]
1005411,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11054|55],[[2|11054|55]],[1005414|3],10054,11,44803,[[1005414|3]]
1005412,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11054|60],[[2|11054|60]],[1005414|3],10054,12,50516,[[1005414|3]]
1005413,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11054|65],[[2|11054|65]],[1005414|3],10054,13,56244,[[1005414|3]]
1005414,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11054|70],[[2|11054|70]],[1005414|3],10054,14,61951,[[1005414|3]]
1005415,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11054|80],[[2|11054|80]],[1005414|4],10054,15,69917,[[1005414|4]]
1005416,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11054|90],[[2|11054|90]],[1005414|4],10054,16,77840,[[1005414|4]]
1005417,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11054|100],[[2|11054|100]],[1005414|4],10054,17,85808,[[1005414|4]]
1005418,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11054|110],[[2|11054|110]],[1005414|4],10054,18,93732,[[1005414|4]]
1005419,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11054|130],[[2|11054|130]],[1005414|4],10054,19,101675,[[1005414|4]]
1005420,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11054|150],[[2|11054|150]],[1005414|5],10054,20,112800,[[1005414|5]]
