id,act,actionType_1,actionType_2,actionType_3,actionType_4,actionTypeIndex,actParams_1,actParams_2,actParams_3,actParams_4,addConditions,avatar,cantDispel,damageNumType,desc,dispel_type,enhance_actParams_1,enhance_actParams_2,enhance_actParams_3,enhance_actParams_4,fx,fx_line,fx_news,icon,ignore_blackscreen,level_enhance,mat,maxLevel,name,overwrite,releaseProbability_enhance,ShowWord,special_hit_effect,type,TypeList,TypePos,updateTime,upgradeDataDic,viewValueList,viewValues
6011501,,5,-1,-1,-1,{5:0},53002|3|2000|2000|2|200,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6011502,,5,-1,-1,-1,{5:0},53003|3|2000|2000|2|250,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6011601,,4,11,-1,-1,{4:0|11:1},3|0|200,1,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6011602,,4,-1,-1,-1,{4:0},1|6000|100,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6013401,stun,3,4,-1,-1,{3:0|4:1},,2|1000|50,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6013402,skill0_2,4,-1,-1,-1,{4:0},1|750|800,,,,,-1,-1,-1,,,,,,,Effect/Battle/Boss/Fx_SJR_Smoke,,[6013402],,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6013403,skill0_3,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6013701,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6013702,,4,-1,-1,-1,{4:0},1|700|1000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6013703,,14,-1,-1,-1,{14:0},60137202|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6013704,,14,-1,-1,-1,{14:0},60137302|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6013705,,48,16,-1,-1,{48:0|16:1},"6|10000,5|100,15|1200",1000,,,,-1,-1,-1,,,,,,,Effect/Battle/Magus_Skill2_Buff,,[100014],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6013706,,5,-1,-1,-1,{5:0},53056|8|10000|500|1|250,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6013707,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6014101,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6014102,,4,-1,-1,-1,{4:0},1|750|800,,,,,-1,-1,-1,,,,,,,Effect/Battle/Boss/WinterBoar_Skill_ChongFe,,[6014102],,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6014301,,26,-1,-1,-1,{26:0},225|500|60143302|4|0|0,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},700,{1:BuffUpgradeData},[],
6014302,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6014401,,3,4,-1,-1,{3:0|4:1},,2|2000|100,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6014402,skill2_2,18,19,14,48,{18:0|19:1|14:2|48:3},,1|2|4|5,60144303|1,5|150,,-1,-1,-1,,,,,,,Effect/Battle/Boss/Captain_Hammer_Skill2,,[6014402],,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6014403,skill2_3,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6014501,,26,-1,-1,-1,{26:0},150|300|60145202|1|0|1,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},300,{1:BuffUpgradeData},[],
6014502,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6014503,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6014504,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6017301,,4,-1,-1,-1,{4:0},1|1500|300|0,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6018101,,26,-1,-1,-1,{26:0},100|200|60181102|1|0|1,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},200,{1:BuffUpgradeData},[],
6018401,,4,-1,-1,-1,{4:0},1|750|700|0,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6018402,repel,3,4,-1,-1,{3:0|4:1},,2|500|100,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6018403,,5,-1,-1,-1,{5:0},53007|2|1000|1000|2|200,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6018601,,5,-1,-1,-1,{5:0},53008|2|1000|1000|2|200,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6018801,,5,-1,-1,-1,{5:0},53009|2|1000|1000|2|200,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6018901,,4,11,-1,-1,{4:0|11:1},3|0|300,1,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6018902,,26,-1,-1,-1,{26:0},150|500|60189302|6|0|0,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},500,{1:BuffUpgradeData},[],
6018903,,5,-1,-1,-1,{5:0},53005|1|10000|5000|2|150,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6018904,,26,-1,-1,-1,{26:0},150|500|71023302|6|0|0,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},500,{1:BuffUpgradeData},[],
6019501,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6019502,,48,-1,-1,-1,{48:0},34|-3000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6019601,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6019701,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6019702,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6019703,,4,-1,-1,-1,{4:0},1|450|2000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6019704,repel,3,4,-1,-1,{3:0|4:1},,2|1000|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6020901,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6020902,,4,-1,-1,-1,{4:0},3|0|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6021001,,1,-1,-1,-1,{1:0},1|3|-5000,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_ZhouShang_01,,[1002301],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},1000,{1:BuffUpgradeData},[],
6021201,,4,-1,-1,-1,{4:0},1|800|1000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6021202,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6021301,,19,-1,-1,-1,{19:0},60213,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6021401,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6021501,,30,-1,-1,-1,{30:0},5000,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_ZhouShang_01,,[6021501],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6022101,repel,3,4,-1,-1,{3:0|4:1},,1|500|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6022201,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6022301,,4,-1,-1,-1,{4:0},1|400|300,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6022302,repel,3,4,-1,-1,{3:0|4:1},,3|0|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6022303,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6022601,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6023201,,1,-1,-1,-1,{1:0},1|3|-8000,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_ZhouShang_01,,[1002301],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},1000,{1:BuffUpgradeData},[],
6023301,repel,3,4,-1,-1,{3:0|4:1},,2|1000|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6023302,,48,-1,-1,-1,{48:0},6|3000,,,,,-1,-1,-1,,,,,,,,,[6023302],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6023601,,1,-1,-1,-1,{1:0},1|3|-3000,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_ZhouShang_01,,[100003],,-1,0,,-1,,-1,0,-1,,[1|201|301],[1|201|301],{1:0|201:1|301:2},1000,{1:BuffUpgradeData},[],
6023701,,4,-1,-1,-1,{4:0},3|0|200,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6023801,,48,-1,-1,-1,{48:0},5|-140,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6023802,,48,-1,-1,-1,{48:0},5|-90,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6023803,,14,-1,-1,-1,{14:0},60238201|1,,,,,-1,-1,-1,,[1],,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024201,,26,-1,-1,-1,{26:0},150|600|60242102|1|0|0,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},1000,{1:BuffUpgradeData},[],
6024301,repel,3,4,-1,-1,{3:0|4:1},,2|500|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6024302,,48,-1,-1,-1,{48:0},,,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1],[1],{1:0},-1,{1:BuffUpgradeData},[],
6024303,,4,11,-1,-1,{4:0|11:1},3|0|400,1,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024304,,48,-1,-1,-1,{48:0},6|10000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6024305,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6024401,,1,-1,-1,-1,{1:0},1|3|-5000,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_ZhouShang_01,,[1002301],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},1000,{1:BuffUpgradeData},[],
6024402,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6024501,,48,-1,-1,-1,{48:0},5|-105,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6024502,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6024503,,4,-1,-1,-1,{4:0},1|800|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024504,repel,3,4,-1,-1,{3:0|4:1},,2|2000|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6024505,skill3_loop,18,19,14,48,{18:0|19:1|14:2|48:3},,1|2|4|5,60245402|1,5|100,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024506,skill3_end,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024601,,30,14,48,-1,{30:0|14:1|48:2},2500,60246103|1,13|2000,,,-1,-1,-1,,[1],,,,,,,[6024601],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6024602,,19,48,22,-1,{19:0|48:1|22:2},60246,6|-3000,1|105,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6024603,,11,-1,-1,-1,{11:0},2,,,,,-1,-1,-1,,[1],,,,,,,[6024602],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6024604,repel,3,4,-1,-1,{3:0|4:1},,4|200|1000,,,,-1,-1,-1,,[1],,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6024605,fly,3,4,-1,-1,{3:0|4:1},,1|1500|500|0,,,,-1,-1,-1,,[1],,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6024606,,5,-1,-1,-1,{5:0},53012|3|5000|3000|4|450|53012101,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024607,,57,1,-1,-1,{57:0|1:1},1001|13|2000|300,1|3|-5000,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[1],[1],{1:0},500,{1:BuffUpgradeData},[],
6024608,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,[1],,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1],[1],{1:0},-1,{1:BuffUpgradeData},[],
6024609,,57,1,-1,-1,{57:0|1:1},1001|13|2000|300,1|4|-1000,,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[1],[1],{1:0},500,{1:BuffUpgradeData},[],
6024610,,9,-1,-1,-1,{9:0},1|1|3|20000|10000,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0|4],[0|4],{0:0|4:1},-1,{1:BuffUpgradeData},[],
6024701,,26,-1,-1,-1,{26:0},225|500|60247102|4|0|0,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},500,{1:BuffUpgradeData},[],
6024702,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6024703,,48,-1,-1,-1,{48:0},5|-175,,,,,-1,-1,-1,,[1],,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1],[1],{1:0},-1,{1:BuffUpgradeData},[],
6024704,,5,5,-1,-1,{5:1},53019|2|1500|1500|2|400,53020|1|2500|2500|2|400,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024705,,26,-1,-1,-1,{26:0},225|500|60247104|4|0|0,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},500,{1:BuffUpgradeData},[],
6024801,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6024802,repel,3,4,-1,-1,{3:0|4:1},,2|2000|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6024803,,11,14,-1,-1,{11:0|14:1},1,60248402|1,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6024804,,5,-1,-1,-1,{5:0},53018|2|5000|1500|2|400,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024805,,5,-1,-1,-1,{5:0},53017|1|5000|4000|2|400,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6024806,,11,14,-1,-1,{11:0|14:1},1,60248404|1,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6026001,,22,48,19,-1,{22:0|48:1|19:2},1|103,5|300,60260,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6026002,skill0,14,48,19,-1,{14:0|48:1|19:2},60260202|1,5|-300,0|1|2,,,-1,1,-1,,[1],,,,,,,[6026001],,1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6026003,repel,3,4,-1,-1,{3:0|4:1},,2|1500|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6026004,,30,-1,-1,-1,{30:0},6000,,,,,-1,1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6026005,fly,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|9],[1|9],{1:0|9:1},-1,{1:BuffUpgradeData},[],
6026006,,5,-1,-1,-1,{5:0},53011|1|10000|10000|2|300|60260601,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,,[],{},-1,{1:BuffUpgradeData},[],
6026007,,21,11,30,-1,{21:0|11:1|30:2},,2,10000,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6026601,repel,3,4,-1,-1,{3:0|4:1},,2|2000|200,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6026602,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6026603,,4,-1,-1,-1,{4:0},1|750|2000|0,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6026604,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100003],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6026605,,4,-1,-1,-1,{4:0},4|1500|300,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6026606,,48,-1,-1,-1,{48:0},5|-225,,,,,-1,-1,-1,,,,,,,,,[100011],,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6027901,,48,-1,-1,-1,{48:0},6|5000,,,,,-1,-1,-1,,,,,,,,,[6023302],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
6028001,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6028201,skill1,3,23,23,-1,{3:0|23:2},,1|60282202|3|350|2|0|0|0|0,1|60282203|3|350|2|0|0|0|0,,,-1,-1,-1,,[1],,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6028301,,4,-1,-1,-1,{4:0},1|750|1000|0,,,,,-1,-1,-1,,,,,,,,,,,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
6028601,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[6028601],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
6028801,,52,19,-1,-1,{52:0|19:1},100,0|1|2,,,,-1,-1,-1,,,,,,,,,[1004502],,1,0,,-1,,-1,0,-1,,[1|12],[1|12],{1:0|12:1},-1,{1:BuffUpgradeData},[],
6028401,stun,3,4,-1,-1,{3:0|4:1},,3|1000|200,,,,-1,-1,-1,,[1],,,,,,,[100001],,1,0,,-1,,-1,0,-1,,[1|8],[1|8],{1:0|8:1},-1,{1:BuffUpgradeData},[],
6028402,,48,-1,-1,-1,{48:0},34|-7500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
6028403,,14,-1,-1,-1,{14:0},60284202|1,,,,,-1,-1,-1,,[1],,,,,,,[6028403],,1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
